code_year,prv,provider_name,ref_year,type,TEQSA_type,ownership,profit,affiliation,affil_status,eftsl_sum,primary_bfoe,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,sessional_prop,senior_prop,ssr_all,ssr_salaried,success_dom,success_int,success_all,attrition_dom,attrition_int,attrition_all
4405-2016,PRV12083,Australian Institute of Professional Counsellors Pty Ltd As Trustee For AIPC Trust,2016,for_profit,for_profit,private,for_profit,NUHEP,current,148.25,soc_cult,1.0,0.0,0.0,0.222,0.0,0.228,0.0,24.081,31.175,85.15,89.093,85.15,39.23,27.497,39.23
4409-2016,PRV12021,Group Colleges Australia Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,714.875,mge_com,1.0,0.0,0.0,0.272,1.0,0.72,0.0,27.746,98.937,46.286,56.27,56.27,44.784,34.03,34.03
4417-2016,PRV12186,Navitas Bundoora Pty Ltd,2016,pathway,for_profit,private,for_profit,NUHEP,current,992.375,mge_com,0.551,1.856,0.635,0.0,0.731,0.514,0.023,28.851,59.388,76.18,75.84,75.93,19.85,21.58,21.0
4424-2016,PRV12030,Kaplan Higher Education Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,717.978,mge_com,0.965,0.251,0.068,0.915,0.074,0.241,0.016,26.23,34.552,85.69,73.73,84.8,25.94,46.77,27.48
4453-2016,PRV13002,Australasian College of Health and Wellness,2016,for_profit,for_profit,private,for_profit,NUHEP,current,15.375,health,1.0,0.0,0.0,0.0,0.0,0.327,0.0,31.082,46.216,68.91,73.525,68.91,47.06,31.01,47.06
4458-2016,PRV12071,Australian Institute of Management Education and Training Pty Limited,2016,for_profit,for_profit,private,for_profit,NUHEP,current,186.625,mge_com,1.0,0.0,0.0,1.0,0.007,0.095,0.052,20.361,22.506,89.43,83.33,89.4,26.67,18.063,26.67
7001-2016,PRV12187,Australian College of the Arts Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,308.165,creat_art,0.69,0.893,0.428,0.0,0.018,0.334,0.0,26.806,40.233,78.65,98.51,79.04,30.17,0.0,29.67
7014-2016,PRV12084,Jazz Music Institute Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,55.238,creat_art,1.0,0.0,0.0,0.0,0.0,0.405,0.0,27.614,46.384,89.93,95.472,89.93,8.0,19.151,8.0
7035-2016,PRV12200,Photography Holdings Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,122.02,creat_art,1.0,0.0,0.0,0.0,0.057,0.343,0.0,23.932,36.442,91.91,100.0,92.37,18.75,21.547,18.75
7124-2016,PRV12005,Academy of Information Technology Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,384.125,creat_art,0.724,0.85,0.4,0.0,0.532,0.449,0.0,25.977,47.142,82.45,83.1,82.8,26.67,29.52,28.33
4336-2017,PRV12009,Navitas Professional Institute Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,2648.839,soc_cult,1.0,0.0,0.0,0.302,0.047,0.345,0.0,23.46,35.79,79.53,92.26,80.12,31.4,8.33,30.68
4339-2017,PRV12128,Holmes Institute Pty Ltd as Trustee for Holmes Institute Trust,2017,for_profit,for_profit,private,for_profit,NUHEP,current,8482.0,mge_com,0.976,0.161,0.046,0.627,0.996,0.457,0.0,36.816,67.862,85.48,68.18,68.25,35.0,25.06,25.09
4344-2017,PRV12102,South Australian Institute of Business and Technology Pty Ltd,2017,pathway,for_profit,private,for_profit,NUHEP,current,986.5,mge_com,0.349,2.225,0.77,0.0,0.657,0.662,0.059,29.392,87.045,60.04,70.73,67.06,33.33,24.92,27.42
4348-2017,PRV12137,Melbourne Institute of Business and Technology Pty Ltd,2017,pathway,for_profit,private,for_profit,NUHEP,current,2463.375,mge_com,0.511,1.996,0.672,0.0,0.642,0.636,0.024,34.266,94.074,63.69,64.83,64.42,29.83,22.28,25.44
4349-2017,PRV12046,Sydney Institute of Business and Technology Pty Ltd,2017,pathway,for_profit,private,for_profit,NUHEP,current,402.25,mge_com,0.574,1.646,0.607,0.0,0.805,0.605,0.132,24.041,60.905,70.38,78.42,76.85,21.19,14.36,16.24
4350-2017,PRV12078,Queensland Institute of Business & Technology Pty Ltd,2017,pathway,for_profit,private,for_profit,NUHEP,current,2027.875,mge_com,0.518,2.174,0.685,0.0,0.634,0.62,0.055,29.237,77.006,67.84,77.31,73.84,31.45,10.45,17.55
4352-2017,PRV12066,ACPE Limited,2017,for_profit,for_profit,private,for_profit,NUHEP,current,543.25,health,0.344,2.163,0.759,0.012,0.021,0.587,0.0,33.557,81.21,77.71,94.44,78.06,30.66,60.0,31.06
4361-2017,PRV12070,Australian College of Natural Medicine Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,2755.882,health,1.0,0.0,0.0,0.0,0.021,0.419,0.0,27.102,46.661,78.52,89.33,78.74,30.45,18.75,30.3
4362-2017,PRV12099,ICHM Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,423.25,mge_com,1.0,0.0,0.0,0.0,0.689,0.494,0.02,23.352,46.125,89.64,85.22,86.59,11.9,16.92,14.95
4364-2017,PRV12166,Edith Cowan College Pty Ltd,2017,pathway,for_profit,private,for_profit,NUHEP,current,485.125,mge_com,0.271,2.415,0.796,0.0,0.916,0.804,0.037,33.088,168.816,52.76,62.25,61.45,34.62,17.19,18.16
4365-2017,PRV12157,Colleges of Business and Technology (WA) Pty Ltd,2017,pathway,for_profit,private,for_profit,NUHEP,current,1289.75,mge_com,0.301,2.426,0.797,0.0,0.575,0.597,0.055,29.337,72.841,70.22,77.8,74.58,25.12,13.51,17.77
4367-2017,PRV12138,Melbourne Institute of Technology Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,2134.482,info_tech,0.577,1.219,0.529,0.452,0.915,0.494,0.156,15.443,30.49,78.13,86.27,85.58,23.65,20.95,21.27
4371-2017,PRV12042,SAE Institute Pty Limited,2017,for_profit,for_profit,private,for_profit,NUHEP,current,3067.438,creat_art,0.831,0.654,0.28,0.004,0.085,0.449,0.012,27.638,50.153,80.44,89.62,81.22,26.32,18.92,25.71
4375-2017,PRV12058,Think: Colleges Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,1716.295,health,0.565,1.736,0.616,0.027,0.144,0.462,0.0,30.355,56.392,79.24,81.33,79.54,33.45,37.45,33.88
4377-2017,PRV12027,UOWC Ltd,2017,pathway,for_profit,private,for_profit,NUHEP,current,189.875,mge_com,0.537,1.262,0.548,0.0,0.666,0.606,0.009,32.439,82.403,75.79,72.4,73.54,20.0,15.96,17.27
4378-2017,PRV12029,JMC Pty. Limited,2017,for_profit,for_profit,private,for_profit,NUHEP,current,2450.482,creat_art,0.879,0.533,0.213,0.0,0.077,0.434,0.0,24.801,43.818,84.82,99.7,85.61,30.1,27.519,30.1
4381-2017,PRV12025,"International College of Management, Sydney Pty. Limited",2017,for_profit,for_profit,private,for_profit,NUHEP,current,957.528,mge_com,0.929,0.369,0.132,0.177,0.514,0.451,0.043,22.984,41.86,85.28,85.33,85.31,20.17,20.33,20.26
4384-2017,PRV12094,Kaplan Business School Pty Limited,2017,for_profit,for_profit,private,for_profit,NUHEP,current,1953.346,mge_com,1.0,0.0,0.0,0.476,0.958,0.504,0.045,17.649,35.6,80.78,83.04,82.95,26.39,23.76,23.91
4386-2017,PRV12031,Macleay College Pty Limited,2017,for_profit,for_profit,private,for_profit,NUHEP,current,320.074,mge_com,0.596,0.973,0.481,0.0,0.04,0.374,0.012,27.298,43.635,86.52,87.58,86.57,27.24,14.29,26.97
4387-2017,PRV12039,Raffles College Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,161.0,creat_art,0.467,1.721,0.656,0.0,0.0,0.445,0.031,29.068,52.339,89.97,94.709,89.97,16.28,26.746,16.28
4392-2017,PRV12075,Gestalt Therapy Brisbane Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,21.333,soc_cult,1.0,0.0,0.0,1.0,0.0,0.131,0.12,15.845,18.242,96.78,100.0,96.78,17.02,9.915,17.02
4396-2017,PRV12113,Academy of Design Australia Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,196.5,creat_art,1.0,0.0,0.0,0.0,0.03,0.402,0.0,26.138,43.709,84.52,89.83,84.68,30.23,28.57,30.15
4401-2017,PRV12065,Whitehouse Institute Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,255.094,creat_art,1.0,0.0,0.0,0.043,0.057,0.38,0.008,25.161,40.598,90.07,88.76,90.0,20.69,21.43,20.74
4405-2017,PRV12083,Australian Institute of Professional Counsellors Pty Ltd As Trustee For AIPC Trust,2017,for_profit,for_profit,private,for_profit,NUHEP,current,165.625,soc_cult,0.976,0.164,0.047,0.267,0.0,0.309,0.0,25.286,36.606,80.2,84.157,80.2,44.95,33.909,44.95
4409-2017,PRV12021,Group Colleges Australia Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,1275.009,mge_com,1.0,0.0,0.0,0.307,1.0,0.716,0.0,27.06,95.277,54.53,60.29,60.29,43.459,35.09,35.09
4415-2017,PRV12059,Top Education Group Limited,2017,for_profit,for_profit,private,for_profit,NUHEP,current,1030.75,mge_com,0.94,0.327,0.113,0.505,0.932,0.581,0.012,24.671,58.831,76.83,78.0,77.92,27.94,14.3,15.22
4417-2017,PRV12186,Navitas Bundoora Pty Ltd,2017,pathway,for_profit,private,for_profit,NUHEP,current,1236.125,mge_com,0.461,2.004,0.694,0.0,0.689,0.547,0.12,23.293,51.452,70.19,77.16,74.99,23.18,31.86,29.58
4420-2017,PRV12051,Kent Institute Australia Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,669.875,mge_com,1.0,0.0,0.0,0.0,1.0,0.698,0.0,14.948,49.571,62.219,79.18,79.18,61.042,45.71,45.71
4424-2017,PRV12030,Kaplan Higher Education Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,623.082,mge_com,0.964,0.253,0.069,0.904,0.101,0.219,0.081,23.82,30.495,87.06,73.82,85.73,25.58,30.0,25.98
4425-2017,PRV12090,Australian Institute of Business Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,2006.161,mge_com,1.0,0.0,0.0,0.996,0.204,0.271,0.101,18.987,26.062,81.93,88.66,83.33,24.14,20.0,24.09
4434-2017,PRV12063,Wentworth Institute of Higher Education Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,29.875,mge_com,0.891,0.496,0.194,0.356,0.996,0.41,0.0,19.94,33.779,100.0,92.86,92.89,18.772,10.812,17.381
4453-2017,PRV13002,Australasian College of Health and Wellness,2017,for_profit,for_profit,private,for_profit,NUHEP,current,0.625,health,1.0,0.0,0.0,0.0,0.0,0.042,0.0,14.326,14.951,100.0,99.101,100.0,75.0,45.924,75.0
4455-2017,PRV12041,S P Jain School of Global Management Pty Limited,2017,for_profit,for_profit,private,for_profit,NUHEP,current,327.016,mge_com,1.0,0.0,0.0,0.345,0.99,0.431,0.0,16.893,29.685,100.0,96.15,96.18,19.904,14.693,16.528
4458-2017,PRV12071,Australian Institute of Management Education and Training Pty Limited,2017,for_profit,for_profit,private,for_profit,NUHEP,current,198.125,mge_com,1.0,0.0,0.0,1.0,0.0,0.152,0.0,17.775,20.952,87.64,92.112,87.64,45.78,30.844,45.78
7001-2017,PRV12187,Australian College of the Arts Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,379.999,creat_art,0.747,0.816,0.378,0.0,0.016,0.347,0.01,26.374,40.382,78.86,90.14,79.04,33.83,0.0,33.46
7014-2017,PRV12084,Jazz Music Institute Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,56.5,creat_art,1.0,0.0,0.0,0.0,0.0,0.434,0.015,25.467,45.0,93.38,97.936,93.38,11.76,24.606,11.76
7035-2017,PRV12200,Photography Holdings Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,115.54,creat_art,1.0,0.0,0.0,0.0,0.078,0.288,0.0,20.129,28.254,90.14,100.0,90.91,32.73,0.0,30.0
7116-2017,PRV12044,Study Group Australia Pty Limited,2017,for_profit,for_profit,private,for_profit,NUHEP,current,426.125,mge_com,0.776,0.767,0.347,0.0,0.746,0.757,0.042,25.79,106.348,50.5,71.62,66.46,52.24,15.52,28.96
7124-2017,PRV12005,Academy of Information Technology Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,690.5,creat_art,0.55,0.993,0.495,0.0,0.567,0.541,0.0,31.427,68.395,82.78,74.77,78.23,18.09,23.22,20.73
7197-2017,PRV14055,Proteus Technologies Pty Ltd,2017,for_profit,for_profit,private,for_profit,NUHEP,current,92.1,soc_cult,1.0,0.0,0.0,0.0,0.0,0.454,0.0,29.568,54.158,76.66,81.95,76.66,29.769,33.375,31.719
4363-2013,PRV12142,Melbourne Polytechnic,2013,TAFE,TAFE,public,not_for_profit,NUHEP,current,780.375,creat_art,0.304,2.408,0.791,0.0,0.35,0.329,0.152,14.935,22.244,85.25,81.47,83.92,25.94,27.68,26.57
4366-2013,PRV12117,Box Hill Institute,2013,TAFE,TAFE,public,not_for_profit,NUHEP,current,499.188,creat_art,0.591,1.633,0.585,0.0,0.141,0.293,0.2,17.125,24.223,86.84,74.64,85.12,20.44,35.71,22.85
4383-2013,PRV12129,Holmesglen Institute of TAFE,2013,TAFE,TAFE,public,not_for_profit,NUHEP,current,642.264,mge_com,0.354,1.999,0.731,0.004,0.468,0.379,0.092,18.168,29.271,83.48,74.63,79.34,31.09,31.02,31.06
4406-2013,PRV12004,Canberra Institute of Technology,2013,TAFE,TAFE,public,not_for_profit,NUHEP,current,72.0,info_tech,0.476,1.473,0.619,0.0,0.003,0.508,0.0,21.043,42.741,83.11,83.957,83.11,49.21,100.0,50.0
4450-2013,PRV13003,TAFE Queensland,2013,TAFE,TAFE,public,not_for_profit,NUHEP,current,133.842,engineering,1.0,0.0,0.0,0.0,0.155,0.405,0.103,12.503,21.011,79.14,90.94,80.96,30.685,33.371,29.036
7073-2013,PRV12123,Chisholm Institute,2013,TAFE,TAFE,public,not_for_profit,NUHEP,current,109.794,health,0.511,1.432,0.601,0.0,0.0,0.398,0.152,20.182,33.506,75.66,79.327,75.66,26.58,33.796,26.58
7075-2013,PRV12049,Technical and Further Education Commission,2013,TAFE,TAFE,public,not_for_profit,NUHEP,current,511.0,info_tech,0.319,1.933,0.729,0.0,0.205,0.232,0.155,8.482,11.047,97.63,99.16,97.94,24.92,18.42,24.19
7338-2013,PRV14002,TAFE SA,2013,TAFE,TAFE,public,not_for_profit,NUHEP,current,244.416,creat_art,0.902,0.462,0.176,0.0,0.033,0.257,0.226,13.928,18.737,84.92,78.13,84.69,16.497,24.381,20.049
4363-2014,PRV12142,Melbourne Polytechnic,2014,TAFE,TAFE,public,not_for_profit,NUHEP,current,811.625,creat_art,0.304,2.489,0.794,0.0,0.395,0.387,0.104,17.242,28.123,86.93,76.91,82.97,31.14,32.98,31.81
4366-2014,PRV12117,Box Hill Institute,2014,TAFE,TAFE,public,not_for_profit,NUHEP,current,511.875,creat_art,0.559,1.724,0.61,0.017,0.123,0.406,0.194,17.583,29.599,82.77,75.72,81.9,22.62,50.0,28.32
4383-2014,PRV12129,Holmesglen Institute of TAFE,2014,TAFE,TAFE,public,not_for_profit,NUHEP,current,632.162,mge_com,0.34,2.052,0.733,0.004,0.479,0.421,0.045,18.681,32.278,87.56,74.33,81.31,35.93,39.58,37.59
4394-2014,PRV12153,William Angliss Institute of TAFE,2014,TAFE,TAFE,public,not_for_profit,NUHEP,current,661.2,mge_com,0.743,0.823,0.382,0.0,0.698,0.491,0.142,14.854,29.202,86.51,82.17,83.48,22.58,12.78,15.9
4406-2014,PRV12004,Canberra Institute of Technology,2014,TAFE,TAFE,public,not_for_profit,NUHEP,current,66.25,info_tech,0.558,1.432,0.591,0.0,0.021,0.23,0.156,9.068,11.779,86.09,100.0,86.39,37.65,0.0,37.21
4450-2014,PRV13003,TAFE Queensland,2014,TAFE,TAFE,public,not_for_profit,NUHEP,current,268.088,engineering,1.0,0.0,0.0,0.0,0.095,0.382,0.237,14.207,22.981,79.27,83.72,79.7,10.87,2.22,9.81
7073-2014,PRV12123,Chisholm Institute,2014,TAFE,TAFE,public,not_for_profit,NUHEP,current,124.667,engineering,0.554,1.191,0.528,0.0,0.419,0.548,0.116,24.312,53.729,73.63,62.87,69.12,25.68,35.827,25.68
7075-2014,PRV12049,Technical and Further Education Commission,2014,TAFE,TAFE,public,not_for_profit,NUHEP,current,678.375,info_tech,0.315,2.046,0.738,0.018,0.228,0.393,0.175,13.515,22.253,82.86,88.55,84.15,25.91,18.18,24.24
7338-2014,PRV14002,TAFE SA,2014,TAFE,TAFE,public,not_for_profit,NUHEP,current,161.449,creat_art,0.847,0.618,0.26,0.0,0.041,0.377,0.042,12.946,20.781,88.09,89.77,88.16,46.2,55.56,46.63
4363-2015,PRV12142,Melbourne Polytechnic,2015,TAFE,TAFE,public,not_for_profit,NUHEP,current,847.375,creat_art,0.256,2.737,0.828,0.0,0.441,0.345,0.067,17.829,27.229,87.18,81.08,84.49,28.34,34.29,30.95
4366-2015,PRV12117,Box Hill Institute,2015,TAFE,TAFE,public,not_for_profit,NUHEP,current,505.812,creat_art,0.665,1.649,0.528,0.027,0.123,0.315,0.127,18.739,27.368,84.49,80.08,83.96,26.52,37.7,28.28
4383-2015,PRV12129,Holmesglen Institute of TAFE,2015,TAFE,TAFE,public,not_for_profit,NUHEP,current,737.191,mge_com,0.373,2.011,0.72,0.017,0.563,0.398,0.024,22.682,37.705,87.13,73.51,79.54,26.67,31.19,28.89
4394-2015,PRV12153,William Angliss Institute of TAFE,2015,TAFE,TAFE,public,not_for_profit,NUHEP,current,757.886,mge_com,0.729,0.843,0.395,0.0,0.676,0.466,0.077,19.671,36.85,83.61,78.92,80.44,23.75,13.5,16.87
4406-2015,PRV12004,Canberra Institute of Technology,2015,TAFE,TAFE,public,not_for_profit,NUHEP,current,68.375,info_tech,0.57,0.986,0.49,0.0,0.022,0.24,0.2,20.979,27.613,79.47,66.67,79.19,18.87,0.0,18.18
4450-2015,PRV13003,TAFE Queensland,2015,TAFE,TAFE,public,not_for_profit,NUHEP,current,231.4,engineering,0.981,0.138,0.038,0.0,0.091,0.41,0.082,16.442,27.854,75.78,92.31,77.29,26.71,23.08,26.44
7073-2015,PRV12123,Chisholm Institute,2015,TAFE,TAFE,public,not_for_profit,NUHEP,current,148.211,engineering,0.576,1.312,0.552,0.0,0.459,0.391,0.068,16.086,26.423,83.83,81.84,82.91,34.09,41.18,37.18
7075-2015,PRV12049,Technical and Further Education Commission,2015,TAFE,TAFE,public,not_for_profit,NUHEP,current,955.688,education,0.312,2.347,0.784,0.004,0.245,0.312,0.106,17.221,25.038,86.59,85.37,86.29,27.01,21.59,25.92
7338-2015,PRV14002,TAFE SA,2015,TAFE,TAFE,public,not_for_profit,NUHEP,current,122.164,creat_art,0.806,0.71,0.313,0.0,0.049,0.146,0.104,16.723,19.578,83.5,72.16,82.96,41.18,0.0,36.84
4363-2016,PRV12142,Melbourne Polytechnic,2016,TAFE,TAFE,public,not_for_profit,NUHEP,current,811.75,creat_art,0.21,2.871,0.849,0.012,0.472,0.245,0.112,13.965,18.508,89.48,83.73,86.77,27.11,23.81,25.56
4366-2016,PRV12117,Box Hill Institute,2016,TAFE,TAFE,public,not_for_profit,NUHEP,current,461.021,creat_art,0.622,1.805,0.58,0.037,0.132,0.222,0.189,17.181,22.088,86.78,73.86,85.08,22.45,42.86,24.68
4383-2016,PRV12129,Holmesglen Institute of TAFE,2016,TAFE,TAFE,public,not_for_profit,NUHEP,current,946.178,mge_com,0.385,2.053,0.724,0.045,0.642,0.312,0.065,15.742,22.88,87.21,79.05,82.05,33.49,32.35,32.8
4394-2016,PRV12153,William Angliss Institute of TAFE,2016,TAFE,TAFE,public,not_for_profit,NUHEP,current,811.2,mge_com,0.739,0.917,0.393,0.0,0.674,0.326,0.143,10.324,15.318,85.04,84.38,84.59,29.25,26.49,27.49
4406-2016,PRV12004,Canberra Institute of Technology,2016,TAFE,TAFE,public,not_for_profit,NUHEP,current,69.25,info_tech,0.614,0.962,0.474,0.0,0.029,0.625,0.031,21.287,56.725,83.21,100.0,83.7,21.28,100.0,24.49
4450-2016,PRV13003,TAFE Queensland,2016,TAFE,TAFE,public,not_for_profit,NUHEP,current,212.6,engineering,0.908,0.444,0.167,0.0,0.22,0.286,0.122,12.882,18.036,75.68,82.32,77.14,36.44,28.57,35.61
4468-2016,PRV14272,South Metropolitan TAFE,2016,TAFE,TAFE,public,not_for_profit,NUHEP,current,92.375,mge_com,0.746,0.92,0.389,0.0,0.723,0.365,0.118,16.15,25.452,80.49,73.97,75.78,26.476,24.675,26.466
7073-2016,PRV12123,Chisholm Institute,2016,TAFE,TAFE,public,not_for_profit,NUHEP,current,194.706,engineering,0.596,1.253,0.531,0.0,0.525,0.313,0.089,23.282,33.881,87.28,67.25,76.68,19.23,19.35,19.28
7075-2016,PRV12049,Technical and Further Education Commission,2016,TAFE,TAFE,public,not_for_profit,NUHEP,current,1054.812,education,0.314,2.369,0.787,0.0,0.27,0.213,0.16,15.104,19.196,87.16,81.09,85.52,24.84,19.17,23.66
7338-2016,PRV14002,TAFE SA,2016,TAFE,TAFE,public,not_for_profit,NUHEP,current,59.261,creat_art,0.578,0.982,0.488,0.0,0.101,0.373,0.126,15.995,25.511,86.86,91.31,87.29,21.26,50.0,21.91
8071-2016,PRV14273,North Metropolitan TAFE,2016,TAFE,TAFE,public,not_for_profit,NUHEP,current,48.865,creat_art,0.708,1.161,0.456,0.0,0.156,0.188,0.277,10.514,12.942,88.49,91.01,88.87,9.245,12.456,12.543
4363-2017,PRV12142,Melbourne Polytechnic,2017,TAFE,TAFE,public,not_for_profit,NUHEP,current,818.312,creat_art,0.188,2.863,0.849,0.048,0.546,0.254,0.15,12.144,16.275,91.03,84.58,87.52,24.66,21.84,23.43
4366-2017,PRV12117,Box Hill Institute,2017,TAFE,TAFE,public,not_for_profit,NUHEP,current,461.25,creat_art,0.584,1.929,0.62,0.037,0.164,0.207,0.221,16.425,20.719,86.57,69.92,83.85,24.32,42.37,27.67
4383-2017,PRV12129,Holmesglen Institute of TAFE,2017,TAFE,TAFE,public,not_for_profit,NUHEP,current,979.874,mge_com,0.412,2.089,0.721,0.059,0.67,0.294,0.127,14.226,20.161,88.78,78.27,81.75,27.68,33.95,31.7
4394-2017,PRV12153,William Angliss Institute of TAFE,2017,TAFE,TAFE,public,not_for_profit,NUHEP,current,647.5,mge_com,0.845,0.718,0.268,0.002,0.663,0.327,0.228,6.238,9.264,82.91,86.7,85.42,25.84,21.76,23.17
4406-2017,PRV12004,Canberra Institute of Technology,2017,TAFE,TAFE,public,not_for_profit,NUHEP,current,113.25,info_tech,0.714,0.863,0.408,0.0,0.023,0.185,0.262,20.404,25.038,80.57,47.62,79.8,25.0,35.547,25.0
4450-2017,PRV13003,TAFE Queensland,2017,TAFE,TAFE,public,not_for_profit,NUHEP,current,232.875,engineering,0.816,0.688,0.3,0.0,0.23,0.282,0.232,10.445,14.557,80.26,88.58,82.18,23.96,17.14,22.14
4468-2017,PRV14272,South Metropolitan TAFE,2017,TAFE,TAFE,public,not_for_profit,NUHEP,current,131.75,mge_com,0.77,0.825,0.357,0.0,0.718,0.373,0.216,10.082,16.07,78.79,79.52,79.32,25.71,23.6,24.19
7073-2017,PRV12123,Chisholm Institute,2017,TAFE,TAFE,public,not_for_profit,NUHEP,current,161.316,engineering,0.618,1.259,0.524,0.0,0.579,0.322,0.133,19.362,28.568,85.13,67.9,75.1,21.95,35.29,29.35
7075-2017,PRV12049,Technical and Further Education Commission,2017,TAFE,TAFE,public,not_for_profit,NUHEP,current,1151.688,education,0.271,2.413,0.792,0.0,0.315,0.278,0.175,14.975,20.745,85.2,77.65,82.81,24.45,39.51,28.81
7338-2017,PRV14002,TAFE SA,2017,TAFE,TAFE,public,not_for_profit,NUHEP,current,57.55,engineering,0.841,0.788,0.279,0.0,0.266,0.235,0.126,13.548,17.701,73.21,73.54,73.3,48.48,16.67,43.59
8071-2017,PRV14273,North Metropolitan TAFE,2017,TAFE,TAFE,public,not_for_profit,NUHEP,current,132.645,creat_art,0.766,0.992,0.381,0.0,0.107,0.218,0.288,9.569,12.238,87.28,96.15,88.22,11.63,6.67,10.89
