ref_year,provider_code,code_year,provider_name,Course_level,primary_BFOE,citizenship,EFTSL
2014,3007,3007-2014,Victoria University,Postgrad by course,04 Architecture and Building,International,9.375
2014,3007,3007-2014,Victoria University,Postgrad by course,07 Education,International,71
2014,3007,3007-2014,Victoria University,Postgrad by course,08 Management and Commerce,International,371.125
2014,3007,3007-2014,Victoria University,Postgrad by course,09 Society and Culture,International,61.375
2014,3007,3007-2014,Victoria University,Postgrad by course,10 Creative Arts,International,12.75
2014,3007,3007-2014,Victoria University,Undergrad,01 Natural and Physical Sciences,International,11
2014,3007,3007-2014,Victoria University,Undergrad,02 Information Technology,International,233.875
2014,3007,3007-2014,Victoria University,Undergrad,03 Engineering and Related Technologies,International,221.5
2014,3007,3007-2014,Victoria University,Undergrad,06 Health,International,102.9375
2014,3007,3007-2014,Victoria University,Undergrad,07 Education,International,19.375
2014,3007,3007-2014,Victoria University,Undergrad,08 Management and Commerce,International,1411.875
2014,3007,3007-2014,Victoria University,Undergrad,09 Society and Culture,International,111.625
2014,3007,3007-2014,Victoria University,Undergrad,10 Creative Arts,International,13.5
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,01 Natural and Physical Sciences,Domestic,23.33332
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,02 Information Technology,Domestic,7.25
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,03 Engineering and Related Technologies,Domestic,59.5
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,04 Architecture and Building,Domestic,93
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,16.75
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,06 Health,Domestic,479
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,07 Education,Domestic,132.375
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,08 Management and Commerce,Domestic,280.375
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,09 Society and Culture,Domestic,257.20833
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,10 Creative Arts,Domestic,4
2014,3010,3010-2014,The University of Adelaide,Undergrad,01 Natural and Physical Sciences,Domestic,1452.5
2014,3010,3010-2014,The University of Adelaide,Undergrad,02 Information Technology,Domestic,151.625
2014,3010,3010-2014,The University of Adelaide,Undergrad,03 Engineering and Related Technologies,Domestic,2263.875
2014,3010,3010-2014,The University of Adelaide,Undergrad,04 Architecture and Building,Domestic,248.875
2014,3010,3010-2014,The University of Adelaide,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,506.125
2014,3010,3010-2014,The University of Adelaide,Undergrad,06 Health,Domestic,2402.31563
2014,3010,3010-2014,The University of Adelaide,Undergrad,07 Education,Domestic,519.6875
2014,3010,3010-2014,The University of Adelaide,Undergrad,08 Management and Commerce,Domestic,1264.125
2014,3010,3010-2014,The University of Adelaide,Undergrad,09 Society and Culture,Domestic,3379.85416
2014,3010,3010-2014,The University of Adelaide,Undergrad,10 Creative Arts,Domestic,868.16551
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,01 Natural and Physical Sciences,International,79.5
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,02 Information Technology,International,68
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,03 Engineering and Related Technologies,International,296
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,04 Architecture and Building,International,111.375
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,23.25
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,06 Health,International,54.375
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,07 Education,International,44.5
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,08 Management and Commerce,International,969.5
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,09 Society and Culture,International,91.375
2014,3010,3010-2014,The University of Adelaide,Postgrad by course,10 Creative Arts,International,6.5
2014,3010,3010-2014,The University of Adelaide,Undergrad,01 Natural and Physical Sciences,International,185.75
2014,3010,3010-2014,The University of Adelaide,Undergrad,02 Information Technology,International,56.375
2014,3010,3010-2014,The University of Adelaide,Undergrad,03 Engineering and Related Technologies,International,710.375
2014,3010,3010-2014,The University of Adelaide,Undergrad,04 Architecture and Building,International,88.625
2014,3010,3010-2014,The University of Adelaide,Undergrad,"05 Agriculture, Environmental and Related Studies",International,75.125
2014,3010,3010-2014,The University of Adelaide,Undergrad,06 Health,International,359.62256
2014,3010,3010-2014,The University of Adelaide,Undergrad,07 Education,International,28.5
2014,3010,3010-2014,The University of Adelaide,Undergrad,08 Management and Commerce,International,824
2014,3010,3010-2014,The University of Adelaide,Undergrad,09 Society and Culture,International,245.5625
2014,3010,3010-2014,The University of Adelaide,Undergrad,10 Creative Arts,International,35.75
2014,3013,3013-2014,University of New South Wales,Postgrad by course,01 Natural and Physical Sciences,Domestic,106.875
2014,3013,3013-2014,University of New South Wales,Postgrad by course,02 Information Technology,Domestic,71.5
2014,3013,3013-2014,University of New South Wales,Postgrad by course,03 Engineering and Related Technologies,Domestic,484.125
2014,3013,3013-2014,University of New South Wales,Postgrad by course,04 Architecture and Building,Domestic,182.5
2014,3013,3013-2014,University of New South Wales,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,39.75
2014,3013,3013-2014,University of New South Wales,Postgrad by course,06 Health,Domestic,189.375
2014,3013,3013-2014,University of New South Wales,Postgrad by course,07 Education,Domestic,369.875
2014,3013,3013-2014,University of New South Wales,Postgrad by course,08 Management and Commerce,Domestic,1335.9375
2014,3013,3013-2014,University of New South Wales,Postgrad by course,09 Society and Culture,Domestic,878.24998
2014,3013,3013-2014,University of New South Wales,Postgrad by course,10 Creative Arts,Domestic,202.75
2014,3013,3013-2014,University of New South Wales,Undergrad,01 Natural and Physical Sciences,Domestic,3312.79165
2014,3013,3013-2014,University of New South Wales,Undergrad,02 Information Technology,Domestic,625.75
2014,3013,3013-2014,University of New South Wales,Undergrad,03 Engineering and Related Technologies,Domestic,4736.75
2014,3013,3013-2014,University of New South Wales,Undergrad,04 Architecture and Building,Domestic,1393
2014,3013,3013-2014,University of New South Wales,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,14.625
2014,3013,3013-2014,University of New South Wales,Undergrad,06 Health,Domestic,1552.09723
2014,3013,3013-2014,University of New South Wales,Undergrad,07 Education,Domestic,208.25
2014,3013,3013-2014,University of New South Wales,Undergrad,08 Management and Commerce,Domestic,4182.06253
2014,3013,3013-2014,University of New South Wales,Undergrad,09 Society and Culture,Domestic,4303.27031
2014,3013,3013-2014,University of New South Wales,Undergrad,10 Creative Arts,Domestic,2675.875
2014,3013,3013-2014,University of New South Wales,Postgrad by course,01 Natural and Physical Sciences,International,70.125
2014,3013,3013-2014,University of New South Wales,Postgrad by course,02 Information Technology,International,174.875
2014,3013,3013-2014,University of New South Wales,Postgrad by course,03 Engineering and Related Technologies,International,796.25
2014,3013,3013-2014,University of New South Wales,Postgrad by course,04 Architecture and Building,International,145.375
2014,3013,3013-2014,University of New South Wales,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,17.25
2014,3013,3013-2014,University of New South Wales,Postgrad by course,06 Health,International,47.5
2014,3013,3013-2014,University of New South Wales,Postgrad by course,07 Education,International,41.25
2014,3013,3013-2014,University of New South Wales,Postgrad by course,08 Management and Commerce,International,1564
2014,3013,3013-2014,University of New South Wales,Postgrad by course,09 Society and Culture,International,324.29168
2014,3013,3013-2014,University of New South Wales,Postgrad by course,10 Creative Arts,International,170.5
2014,3013,3013-2014,University of New South Wales,Undergrad,01 Natural and Physical Sciences,International,364.33333
2014,3013,3013-2014,University of New South Wales,Undergrad,02 Information Technology,International,126.625
2014,3013,3013-2014,University of New South Wales,Undergrad,03 Engineering and Related Technologies,International,1886.25
2014,3013,3013-2014,University of New South Wales,Undergrad,04 Architecture and Building,International,424
2014,3013,3013-2014,University of New South Wales,Undergrad,"05 Agriculture, Environmental and Related Studies",International,0.5
2014,3013,3013-2014,University of New South Wales,Undergrad,06 Health,International,375.60232
2014,3013,3013-2014,University of New South Wales,Undergrad,07 Education,International,0.5
2014,3013,3013-2014,University of New South Wales,Undergrad,08 Management and Commerce,International,1215.25001
2014,3013,3013-2014,University of New South Wales,Undergrad,09 Society and Culture,International,496.66667
2014,3013,3013-2014,University of New South Wales,Undergrad,10 Creative Arts,International,277.625
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,01 Natural and Physical Sciences,Domestic,11.375
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,02 Information Technology,Domestic,21.375
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,03 Engineering and Related Technologies,Domestic,32.25
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,04 Architecture and Building,Domestic,118.375
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,39.75
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,06 Health,Domestic,599.25
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,07 Education,Domestic,517
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,08 Management and Commerce,Domestic,456.25
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,09 Society and Culture,Domestic,461.5
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,10 Creative Arts,Domestic,41.125
2014,3014,3014-2014,The University of Newcastle,Undergrad,01 Natural and Physical Sciences,Domestic,1079.625
2014,3014,3014-2014,The University of Newcastle,Undergrad,02 Information Technology,Domestic,424
2014,3014,3014-2014,The University of Newcastle,Undergrad,03 Engineering and Related Technologies,Domestic,1527
2014,3014,3014-2014,The University of Newcastle,Undergrad,04 Architecture and Building,Domestic,780.25
2014,3014,3014-2014,The University of Newcastle,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,304.875
2014,3014,3014-2014,The University of Newcastle,Undergrad,06 Health,Domestic,4348.625
2014,3014,3014-2014,The University of Newcastle,Undergrad,07 Education,Domestic,3286.75
2014,3014,3014-2014,The University of Newcastle,Undergrad,08 Management and Commerce,Domestic,1325.375
2014,3014,3014-2014,The University of Newcastle,Undergrad,09 Society and Culture,Domestic,2605.25
2014,3014,3014-2014,The University of Newcastle,Undergrad,10 Creative Arts,Domestic,1110.875
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,01 Natural and Physical Sciences,International,3.375
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,02 Information Technology,International,28.5
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,03 Engineering and Related Technologies,International,21.375
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,04 Architecture and Building,International,43.125
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,1.75
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,06 Health,International,58.875
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,07 Education,International,30.25
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,08 Management and Commerce,International,884
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,09 Society and Culture,International,28.625
2014,3014,3014-2014,The University of Newcastle,Postgrad by course,10 Creative Arts,International,2.875
2014,3014,3014-2014,The University of Newcastle,Undergrad,01 Natural and Physical Sciences,International,36.625
2014,3014,3014-2014,The University of Newcastle,Undergrad,02 Information Technology,International,55.625
2014,3014,3014-2014,The University of Newcastle,Undergrad,03 Engineering and Related Technologies,International,87.625
2014,3014,3014-2014,The University of Newcastle,Undergrad,04 Architecture and Building,International,39.125
2014,3014,3014-2014,The University of Newcastle,Undergrad,"05 Agriculture, Environmental and Related Studies",International,3.625
2014,3014,3014-2014,The University of Newcastle,Undergrad,06 Health,International,309
2014,3014,3014-2014,The University of Newcastle,Undergrad,07 Education,International,13.25
2014,3014,3014-2014,The University of Newcastle,Undergrad,08 Management and Commerce,International,341.25
2014,3014,3014-2014,The University of Newcastle,Undergrad,09 Society and Culture,International,31.25
2014,3014,3014-2014,The University of Newcastle,Undergrad,10 Creative Arts,International,21.875
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,01 Natural and Physical Sciences,Domestic,78.125
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,02 Information Technology,Domestic,122.4583333
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,03 Engineering and Related Technologies,Domestic,74.125
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,04 Architecture and Building,Domestic,174.875
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,06 Health,Domestic,310.25
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,07 Education,Domestic,199.4166667
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,08 Management and Commerce,Domestic,938.6250002
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,09 Society and Culture,Domestic,630.5416673
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,10 Creative Arts,Domestic,217.416667
2014,3016,3016-2014,University of Technology Sydney,Undergrad,01 Natural and Physical Sciences,Domestic,2214.708333
2014,3016,3016-2014,University of Technology Sydney,Undergrad,02 Information Technology,Domestic,1121.375
2014,3016,3016-2014,University of Technology Sydney,Undergrad,03 Engineering and Related Technologies,Domestic,2098.041667
2014,3016,3016-2014,University of Technology Sydney,Undergrad,04 Architecture and Building,Domestic,904.0416667
2014,3016,3016-2014,University of Technology Sydney,Undergrad,06 Health,Domestic,1582.333333
2014,3016,3016-2014,University of Technology Sydney,Undergrad,07 Education,Domestic,653.6458334
2014,3016,3016-2014,University of Technology Sydney,Undergrad,08 Management and Commerce,Domestic,4157.354167
2014,3016,3016-2014,University of Technology Sydney,Undergrad,09 Society and Culture,Domestic,737.9166676
2014,3016,3016-2014,University of Technology Sydney,Undergrad,10 Creative Arts,Domestic,3128.687504
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,01 Natural and Physical Sciences,International,49.75
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,02 Information Technology,International,346.875
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,03 Engineering and Related Technologies,International,274.4375
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,04 Architecture and Building,International,70.625
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,06 Health,International,25.625
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,07 Education,International,52.125
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,08 Management and Commerce,International,2099.375
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,09 Society and Culture,International,47.6666667
2014,3016,3016-2014,University of Technology Sydney,Postgrad by course,10 Creative Arts,International,100.9583335
2014,3016,3016-2014,University of Technology Sydney,Undergrad,01 Natural and Physical Sciences,International,163.125
2014,3016,3016-2014,University of Technology Sydney,Undergrad,02 Information Technology,International,250.3333333
2014,3016,3016-2014,University of Technology Sydney,Undergrad,03 Engineering and Related Technologies,International,553.2291667
2014,3016,3016-2014,University of Technology Sydney,Undergrad,04 Architecture and Building,International,179.2083333
2014,3016,3016-2014,University of Technology Sydney,Undergrad,06 Health,International,648.125
2014,3016,3016-2014,University of Technology Sydney,Undergrad,07 Education,International,8.875
2014,3016,3016-2014,University of Technology Sydney,Undergrad,08 Management and Commerce,International,1013.416667
2014,3016,3016-2014,University of Technology Sydney,Undergrad,09 Society and Culture,International,17.37500002
2014,3016,3016-2014,University of Technology Sydney,Undergrad,10 Creative Arts,International,253.0000002
2014,3019,3019-2014,The University of Queensland,Postgrad by course,01 Natural and Physical Sciences,Domestic,108.125
2014,3019,3019-2014,The University of Queensland,Postgrad by course,02 Information Technology,Domestic,49.875
2014,3019,3019-2014,The University of Queensland,Postgrad by course,03 Engineering and Related Technologies,Domestic,91.375
2014,3019,3019-2014,The University of Queensland,Postgrad by course,04 Architecture and Building,Domestic,123.25
2014,3019,3019-2014,The University of Queensland,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,83.25
2014,3019,3019-2014,The University of Queensland,Postgrad by course,06 Health,Domestic,764.0625
2014,3019,3019-2014,The University of Queensland,Postgrad by course,07 Education,Domestic,282.875
2014,3019,3019-2014,The University of Queensland,Postgrad by course,08 Management and Commerce,Domestic,395.375
2014,3019,3019-2014,The University of Queensland,Postgrad by course,09 Society and Culture,Domestic,489.5625
2014,3019,3019-2014,The University of Queensland,Postgrad by course,10 Creative Arts,Domestic,80.875
2014,3019,3019-2014,The University of Queensland,Undergrad,01 Natural and Physical Sciences,Domestic,3353.25
2014,3019,3019-2014,The University of Queensland,Undergrad,02 Information Technology,Domestic,490
2014,3019,3019-2014,The University of Queensland,Undergrad,03 Engineering and Related Technologies,Domestic,3519.125
2014,3019,3019-2014,The University of Queensland,Undergrad,04 Architecture and Building,Domestic,488.5
2014,3019,3019-2014,The University of Queensland,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,849.375
2014,3019,3019-2014,The University of Queensland,Undergrad,06 Health,Domestic,5818.5625
2014,3019,3019-2014,The University of Queensland,Undergrad,07 Education,Domestic,554
2014,3019,3019-2014,The University of Queensland,Undergrad,08 Management and Commerce,Domestic,3565.5625
2014,3019,3019-2014,The University of Queensland,Undergrad,09 Society and Culture,Domestic,5820.625
2014,3019,3019-2014,The University of Queensland,Undergrad,10 Creative Arts,Domestic,1243.3125
2014,3019,3019-2014,The University of Queensland,Postgrad by course,01 Natural and Physical Sciences,International,217.25
2014,3019,3019-2014,The University of Queensland,Postgrad by course,02 Information Technology,International,115.75
2014,3019,3019-2014,The University of Queensland,Postgrad by course,03 Engineering and Related Technologies,International,169.5
2014,3019,3019-2014,The University of Queensland,Postgrad by course,04 Architecture and Building,International,51.625
2014,3019,3019-2014,The University of Queensland,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,110.125
2014,3019,3019-2014,The University of Queensland,Postgrad by course,06 Health,International,187.9375
2014,3019,3019-2014,The University of Queensland,Postgrad by course,07 Education,International,76.0625
2014,3019,3019-2014,The University of Queensland,Postgrad by course,08 Management and Commerce,International,1355.625
2014,3019,3019-2014,The University of Queensland,Postgrad by course,09 Society and Culture,International,418.3125
2014,3019,3019-2014,The University of Queensland,Postgrad by course,10 Creative Arts,International,53.375
2014,3019,3019-2014,The University of Queensland,Undergrad,01 Natural and Physical Sciences,International,448.9375
2014,3019,3019-2014,The University of Queensland,Undergrad,02 Information Technology,International,139.25
2014,3019,3019-2014,The University of Queensland,Undergrad,03 Engineering and Related Technologies,International,603
2014,3019,3019-2014,The University of Queensland,Undergrad,04 Architecture and Building,International,78.625
2014,3019,3019-2014,The University of Queensland,Undergrad,"05 Agriculture, Environmental and Related Studies",International,64.125
2014,3019,3019-2014,The University of Queensland,Undergrad,06 Health,International,1514.6875
2014,3019,3019-2014,The University of Queensland,Undergrad,07 Education,International,13.75
2014,3019,3019-2014,The University of Queensland,Undergrad,08 Management and Commerce,International,1398.3125
2014,3019,3019-2014,The University of Queensland,Undergrad,09 Society and Culture,International,700.5625
2014,3019,3019-2014,The University of Queensland,Undergrad,10 Creative Arts,International,113.375
2014,3020,3020-2014,La Trobe University,Postgrad by course,01 Natural and Physical Sciences,Domestic,15.125
2014,3020,3020-2014,La Trobe University,Postgrad by course,02 Information Technology,Domestic,5.75
2014,3020,3020-2014,La Trobe University,Postgrad by course,03 Engineering and Related Technologies,Domestic,2.875
2014,3020,3020-2014,La Trobe University,Postgrad by course,04 Architecture and Building,Domestic,12.5
2014,3020,3020-2014,La Trobe University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,3
2014,3020,3020-2014,La Trobe University,Postgrad by course,06 Health,Domestic,764.1666666
2014,3020,3020-2014,La Trobe University,Postgrad by course,07 Education,Domestic,732.375
2014,3020,3020-2014,La Trobe University,Postgrad by course,08 Management and Commerce,Domestic,213.875
2014,3020,3020-2014,La Trobe University,Postgrad by course,09 Society and Culture,Domestic,299.4583333
2014,3020,3020-2014,La Trobe University,Postgrad by course,10 Creative Arts,Domestic,8.75
2014,3020,3020-2014,La Trobe University,Undergrad,01 Natural and Physical Sciences,Domestic,1539.125
2014,3020,3020-2014,La Trobe University,Undergrad,02 Information Technology,Domestic,277
2014,3020,3020-2014,La Trobe University,Undergrad,03 Engineering and Related Technologies,Domestic,213.5
2014,3020,3020-2014,La Trobe University,Undergrad,04 Architecture and Building,Domestic,71.125
2014,3020,3020-2014,La Trobe University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,365.5
2014,3020,3020-2014,La Trobe University,Undergrad,06 Health,Domestic,5721.125
2014,3020,3020-2014,La Trobe University,Undergrad,07 Education,Domestic,1885.5
2014,3020,3020-2014,La Trobe University,Undergrad,08 Management and Commerce,Domestic,2820.5
2014,3020,3020-2014,La Trobe University,Undergrad,09 Society and Culture,Domestic,5054.916667
2014,3020,3020-2014,La Trobe University,Undergrad,10 Creative Arts,Domestic,748.25
2014,3020,3020-2014,La Trobe University,Postgrad by course,01 Natural and Physical Sciences,International,139.25
2014,3020,3020-2014,La Trobe University,Postgrad by course,02 Information Technology,International,384.25
2014,3020,3020-2014,La Trobe University,Postgrad by course,03 Engineering and Related Technologies,International,231.875
2014,3020,3020-2014,La Trobe University,Postgrad by course,04 Architecture and Building,International,10.75
2014,3020,3020-2014,La Trobe University,Postgrad by course,06 Health,International,158.25
2014,3020,3020-2014,La Trobe University,Postgrad by course,07 Education,International,121.75
2014,3020,3020-2014,La Trobe University,Postgrad by course,08 Management and Commerce,International,1028.375
2014,3020,3020-2014,La Trobe University,Postgrad by course,09 Society and Culture,International,59.5
2014,3020,3020-2014,La Trobe University,Postgrad by course,10 Creative Arts,International,6.5
2014,3020,3020-2014,La Trobe University,Undergrad,01 Natural and Physical Sciences,International,119.75
2014,3020,3020-2014,La Trobe University,Undergrad,02 Information Technology,International,161.375
2014,3020,3020-2014,La Trobe University,Undergrad,03 Engineering and Related Technologies,International,76.75
2014,3020,3020-2014,La Trobe University,Undergrad,04 Architecture and Building,International,6
2014,3020,3020-2014,La Trobe University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,16.5
2014,3020,3020-2014,La Trobe University,Undergrad,06 Health,International,303.25
2014,3020,3020-2014,La Trobe University,Undergrad,07 Education,International,8.125
2014,3020,3020-2014,La Trobe University,Undergrad,08 Management and Commerce,International,1824
2014,3020,3020-2014,La Trobe University,Undergrad,09 Society and Culture,International,165.75
2014,3020,3020-2014,La Trobe University,Undergrad,10 Creative Arts,International,15.875
2014,3025,3025-2014,Macquarie University,Postgrad by course,01 Natural and Physical Sciences,Domestic,88.507
2014,3025,3025-2014,Macquarie University,Postgrad by course,02 Information Technology,Domestic,20.7502
2014,3025,3025-2014,Macquarie University,Postgrad by course,03 Engineering and Related Technologies,Domestic,5.5
2014,3025,3025-2014,Macquarie University,Postgrad by course,04 Architecture and Building,Domestic,7.625
2014,3025,3025-2014,Macquarie University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,48.5004
2014,3025,3025-2014,Macquarie University,Postgrad by course,06 Health,Domestic,542.396
2014,3025,3025-2014,Macquarie University,Postgrad by course,07 Education,Domestic,294.604
2014,3025,3025-2014,Macquarie University,Postgrad by course,08 Management and Commerce,Domestic,651.6325
2014,3025,3025-2014,Macquarie University,Postgrad by course,09 Society and Culture,Domestic,579.077
2014,3025,3025-2014,Macquarie University,Postgrad by course,10 Creative Arts,Domestic,30.6682
2014,3025,3025-2014,Macquarie University,Undergrad,01 Natural and Physical Sciences,Domestic,1599.0068
2014,3025,3025-2014,Macquarie University,Undergrad,02 Information Technology,Domestic,875.3335
2014,3025,3025-2014,Macquarie University,Undergrad,03 Engineering and Related Technologies,Domestic,218.6385
2014,3025,3025-2014,Macquarie University,Undergrad,04 Architecture and Building,Domestic,67.9842
2014,3025,3025-2014,Macquarie University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,107.178
2014,3025,3025-2014,Macquarie University,Undergrad,06 Health,Domestic,914.4562
2014,3025,3025-2014,Macquarie University,Undergrad,07 Education,Domestic,970.1804
2014,3025,3025-2014,Macquarie University,Undergrad,08 Management and Commerce,Domestic,3021.5958
2014,3025,3025-2014,Macquarie University,Undergrad,09 Society and Culture,Domestic,9976.6588
2014,3025,3025-2014,Macquarie University,Undergrad,10 Creative Arts,Domestic,613.88
2014,3025,3025-2014,Macquarie University,Postgrad by course,01 Natural and Physical Sciences,International,72.2923
2014,3025,3025-2014,Macquarie University,Postgrad by course,02 Information Technology,International,26.5418
2014,3025,3025-2014,Macquarie University,Postgrad by course,03 Engineering and Related Technologies,International,5.875
2014,3025,3025-2014,Macquarie University,Postgrad by course,04 Architecture and Building,International,15.875
2014,3025,3025-2014,Macquarie University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,31.0834
2014,3025,3025-2014,Macquarie University,Postgrad by course,06 Health,International,58.7082
2014,3025,3025-2014,Macquarie University,Postgrad by course,07 Education,International,19.8755
2014,3025,3025-2014,Macquarie University,Postgrad by course,08 Management and Commerce,International,1890.0599
2014,3025,3025-2014,Macquarie University,Postgrad by course,09 Society and Culture,International,279.2339
2014,3025,3025-2014,Macquarie University,Postgrad by course,10 Creative Arts,International,38.625
2014,3025,3025-2014,Macquarie University,Undergrad,01 Natural and Physical Sciences,International,49.2913
2014,3025,3025-2014,Macquarie University,Undergrad,02 Information Technology,International,163.175
2014,3025,3025-2014,Macquarie University,Undergrad,03 Engineering and Related Technologies,International,4.6946
2014,3025,3025-2014,Macquarie University,Undergrad,04 Architecture and Building,International,2.2169
2014,3025,3025-2014,Macquarie University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,5.0856
2014,3025,3025-2014,Macquarie University,Undergrad,06 Health,International,32.2088
2014,3025,3025-2014,Macquarie University,Undergrad,07 Education,International,25.0369
2014,3025,3025-2014,Macquarie University,Undergrad,08 Management and Commerce,International,1706.5485
2014,3025,3025-2014,Macquarie University,Undergrad,09 Society and Culture,International,1510.9942
2014,3025,3025-2014,Macquarie University,Undergrad,10 Creative Arts,International,22.82
2014,3027,3027-2014,University of South Australia,Postgrad by course,01 Natural and Physical Sciences,Domestic,8.125
2014,3027,3027-2014,University of South Australia,Postgrad by course,02 Information Technology,Domestic,64
2014,3027,3027-2014,University of South Australia,Postgrad by course,03 Engineering and Related Technologies,Domestic,96
2014,3027,3027-2014,University of South Australia,Postgrad by course,04 Architecture and Building,Domestic,133.375
2014,3027,3027-2014,University of South Australia,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,11.75
2014,3027,3027-2014,University of South Australia,Postgrad by course,06 Health,Domestic,451.5
2014,3027,3027-2014,University of South Australia,Postgrad by course,07 Education,Domestic,462.75
2014,3027,3027-2014,University of South Australia,Postgrad by course,08 Management and Commerce,Domestic,407.25
2014,3027,3027-2014,University of South Australia,Postgrad by course,09 Society and Culture,Domestic,180.625
2014,3027,3027-2014,University of South Australia,Postgrad by course,10 Creative Arts,Domestic,58
2014,3027,3027-2014,University of South Australia,Undergrad,01 Natural and Physical Sciences,Domestic,652.375
2014,3027,3027-2014,University of South Australia,Undergrad,02 Information Technology,Domestic,517.125
2014,3027,3027-2014,University of South Australia,Undergrad,03 Engineering and Related Technologies,Domestic,820
2014,3027,3027-2014,University of South Australia,Undergrad,04 Architecture and Building,Domestic,992.125
2014,3027,3027-2014,University of South Australia,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,101.875
2014,3027,3027-2014,University of South Australia,Undergrad,06 Health,Domestic,3876
2014,3027,3027-2014,University of South Australia,Undergrad,07 Education,Domestic,1895.99963
2014,3027,3027-2014,University of South Australia,Undergrad,08 Management and Commerce,Domestic,2268.125
2014,3027,3027-2014,University of South Australia,Undergrad,09 Society and Culture,Domestic,2027
2014,3027,3027-2014,University of South Australia,Undergrad,10 Creative Arts,Domestic,1647.25
2014,3027,3027-2014,University of South Australia,Postgrad by course,01 Natural and Physical Sciences,International,2.75
