ref_year,provider_code,code_year,provider_name,Course_level,primary_BFOE,citizenship,EFTSL
2012,2235,2235-2012,Edith Cowan University,Undergrad,"11 Food, Hospitality and Personal Services",Domestic,2
2012,2235,2235-2012,Edith Cowan University,Postgrad by course,01 Natural and Physical Sciences,International,2.333333328
2012,2235,2235-2012,Edith Cowan University,Postgrad by course,02 Information Technology,International,92.45833319
2012,2235,2235-2012,Edith Cowan University,Postgrad by course,03 Engineering and Related Technologies,International,54.375
2012,2235,2235-2012,Edith Cowan University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,8.49999997
2012,2235,2235-2012,Edith Cowan University,Postgrad by course,06 Health,International,25.99999991
2012,2235,2235-2012,Edith Cowan University,Postgrad by course,07 Education,International,52.70833316
2012,2235,2235-2012,Edith Cowan University,Postgrad by course,08 Management and Commerce,International,302.8333333
2012,2235,2235-2012,Edith Cowan University,Postgrad by course,09 Society and Culture,International,10.45833332
2012,2235,2235-2012,Edith Cowan University,Postgrad by course,10 Creative Arts,International,59.12499991
2012,2235,2235-2012,Edith Cowan University,Undergrad,01 Natural and Physical Sciences,International,56.375
2012,2235,2235-2012,Edith Cowan University,Undergrad,02 Information Technology,International,157.5
2012,2235,2235-2012,Edith Cowan University,Undergrad,03 Engineering and Related Technologies,International,195.625
2012,2235,2235-2012,Edith Cowan University,Undergrad,04 Architecture and Building,International,4
2012,2235,2235-2012,Edith Cowan University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,3.25
2012,2235,2235-2012,Edith Cowan University,Undergrad,06 Health,International,216.5
2012,2235,2235-2012,Edith Cowan University,Undergrad,07 Education,International,25.25
2012,2235,2235-2012,Edith Cowan University,Undergrad,08 Management and Commerce,International,691.125
2012,2235,2235-2012,Edith Cowan University,Undergrad,09 Society and Culture,International,110.5833333
2012,2235,2235-2012,Edith Cowan University,Undergrad,10 Creative Arts,International,193.4166667
2012,2235,2235-2012,Edith Cowan University,Undergrad,"11 Food, Hospitality and Personal Services",International,0.75
2012,2236,2236-2012,Curtin University,Postgrad by course,01 Natural and Physical Sciences,Domestic,37.4375
2012,2236,2236-2012,Curtin University,Postgrad by course,02 Information Technology,Domestic,63.75
2012,2236,2236-2012,Curtin University,Postgrad by course,03 Engineering and Related Technologies,Domestic,147.6875
2012,2236,2236-2012,Curtin University,Postgrad by course,04 Architecture and Building,Domestic,89.3125
2012,2236,2236-2012,Curtin University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,1.75
2012,2236,2236-2012,Curtin University,Postgrad by course,06 Health,Domestic,746.375
2012,2236,2236-2012,Curtin University,Postgrad by course,07 Education,Domestic,61
2012,2236,2236-2012,Curtin University,Postgrad by course,08 Management and Commerce,Domestic,612.875
2012,2236,2236-2012,Curtin University,Postgrad by course,09 Society and Culture,Domestic,253.5972222
2012,2236,2236-2012,Curtin University,Postgrad by course,10 Creative Arts,Domestic,35.375
2012,2236,2236-2012,Curtin University,Undergrad,01 Natural and Physical Sciences,Domestic,1470.625
2012,2236,2236-2012,Curtin University,Undergrad,02 Information Technology,Domestic,175.125
2012,2236,2236-2012,Curtin University,Undergrad,03 Engineering and Related Technologies,Domestic,2178.4375
2012,2236,2236-2012,Curtin University,Undergrad,04 Architecture and Building,Domestic,1043.25
2012,2236,2236-2012,Curtin University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,79.875
2012,2236,2236-2012,Curtin University,Undergrad,06 Health,Domestic,3743.25
2012,2236,2236-2012,Curtin University,Undergrad,07 Education,Domestic,1604.9375
2012,2236,2236-2012,Curtin University,Undergrad,08 Management and Commerce,Domestic,3027.5
2012,2236,2236-2012,Curtin University,Undergrad,09 Society and Culture,Domestic,3071.125
2012,2236,2236-2012,Curtin University,Undergrad,10 Creative Arts,Domestic,307.1875
2012,2236,2236-2012,Curtin University,Postgrad by course,01 Natural and Physical Sciences,International,116.3125
2012,2236,2236-2012,Curtin University,Postgrad by course,02 Information Technology,International,83.875
2012,2236,2236-2012,Curtin University,Postgrad by course,03 Engineering and Related Technologies,International,213
2012,2236,2236-2012,Curtin University,Postgrad by course,04 Architecture and Building,International,52.25
2012,2236,2236-2012,Curtin University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,3.75
2012,2236,2236-2012,Curtin University,Postgrad by course,06 Health,International,148.375
2012,2236,2236-2012,Curtin University,Postgrad by course,07 Education,International,15.875
2012,2236,2236-2012,Curtin University,Postgrad by course,08 Management and Commerce,International,615.375
2012,2236,2236-2012,Curtin University,Postgrad by course,09 Society and Culture,International,72.875
2012,2236,2236-2012,Curtin University,Postgrad by course,10 Creative Arts,International,24
2012,2236,2236-2012,Curtin University,Undergrad,01 Natural and Physical Sciences,International,253.875
2012,2236,2236-2012,Curtin University,Undergrad,02 Information Technology,International,50.4375
2012,2236,2236-2012,Curtin University,Undergrad,03 Engineering and Related Technologies,International,778.0625
2012,2236,2236-2012,Curtin University,Undergrad,04 Architecture and Building,International,172.125
2012,2236,2236-2012,Curtin University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,8.125
2012,2236,2236-2012,Curtin University,Undergrad,06 Health,International,550.6875
2012,2236,2236-2012,Curtin University,Undergrad,07 Education,International,26.375
2012,2236,2236-2012,Curtin University,Undergrad,08 Management and Commerce,International,2434.875
2012,2236,2236-2012,Curtin University,Undergrad,09 Society and Culture,International,246.0625
2012,2236,2236-2012,Curtin University,Undergrad,10 Creative Arts,International,87.625
2012,2241,2241-2012,University of Canberra,Postgrad by course,01 Natural and Physical Sciences,Domestic,45.75
2012,2241,2241-2012,University of Canberra,Postgrad by course,02 Information Technology,Domestic,37.875
2012,2241,2241-2012,University of Canberra,Postgrad by course,04 Architecture and Building,Domestic,41
2012,2241,2241-2012,University of Canberra,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,1.75
2012,2241,2241-2012,University of Canberra,Postgrad by course,06 Health,Domestic,231.375
2012,2241,2241-2012,University of Canberra,Postgrad by course,07 Education,Domestic,176.5
2012,2241,2241-2012,University of Canberra,Postgrad by course,08 Management and Commerce,Domestic,163.125
2012,2241,2241-2012,University of Canberra,Postgrad by course,09 Society and Culture,Domestic,178.375
2012,2241,2241-2012,University of Canberra,Postgrad by course,10 Creative Arts,Domestic,41
2012,2241,2241-2012,University of Canberra,Undergrad,01 Natural and Physical Sciences,Domestic,502.625
2012,2241,2241-2012,University of Canberra,Undergrad,02 Information Technology,Domestic,327.5
2012,2241,2241-2012,University of Canberra,Undergrad,03 Engineering and Related Technologies,Domestic,30.875
2012,2241,2241-2012,University of Canberra,Undergrad,04 Architecture and Building,Domestic,433.125
2012,2241,2241-2012,University of Canberra,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,70.25
2012,2241,2241-2012,University of Canberra,Undergrad,06 Health,Domestic,907.625
2012,2241,2241-2012,University of Canberra,Undergrad,07 Education,Domestic,1078.625
2012,2241,2241-2012,University of Canberra,Undergrad,08 Management and Commerce,Domestic,1329.461538
2012,2241,2241-2012,University of Canberra,Undergrad,09 Society and Culture,Domestic,1669.783462
2012,2241,2241-2012,University of Canberra,Undergrad,10 Creative Arts,Domestic,683.625
2012,2241,2241-2012,University of Canberra,Postgrad by course,01 Natural and Physical Sciences,International,3.375
2012,2241,2241-2012,University of Canberra,Postgrad by course,02 Information Technology,International,99.625
2012,2241,2241-2012,University of Canberra,Postgrad by course,04 Architecture and Building,International,15.75
2012,2241,2241-2012,University of Canberra,Postgrad by course,06 Health,International,22.75
2012,2241,2241-2012,University of Canberra,Postgrad by course,07 Education,International,74.375
2012,2241,2241-2012,University of Canberra,Postgrad by course,08 Management and Commerce,International,318.125
2012,2241,2241-2012,University of Canberra,Postgrad by course,09 Society and Culture,International,93.25
2012,2241,2241-2012,University of Canberra,Postgrad by course,10 Creative Arts,International,4.375
2012,2241,2241-2012,University of Canberra,Undergrad,01 Natural and Physical Sciences,International,40.375
2012,2241,2241-2012,University of Canberra,Undergrad,02 Information Technology,International,231.875
2012,2241,2241-2012,University of Canberra,Undergrad,03 Engineering and Related Technologies,International,4.125
2012,2241,2241-2012,University of Canberra,Undergrad,04 Architecture and Building,International,33.25
2012,2241,2241-2012,University of Canberra,Undergrad,"05 Agriculture, Environmental and Related Studies",International,2.375
2012,2241,2241-2012,University of Canberra,Undergrad,06 Health,International,73.625
2012,2241,2241-2012,University of Canberra,Undergrad,07 Education,International,7.75
2012,2241,2241-2012,University of Canberra,Undergrad,08 Management and Commerce,International,958
2012,2241,2241-2012,University of Canberra,Undergrad,09 Society and Culture,International,120.375
2012,2241,2241-2012,University of Canberra,Undergrad,10 Creative Arts,International,106.25
2012,2252,2252-2012,Avondale College of Higher Education,Postgrad by course,06 Health,Domestic,3
2012,2252,2252-2012,Avondale College of Higher Education,Postgrad by course,07 Education,Domestic,8.625
2012,2252,2252-2012,Avondale College of Higher Education,Postgrad by course,08 Management and Commerce,Domestic,5.875
2012,2252,2252-2012,Avondale College of Higher Education,Postgrad by course,09 Society and Culture,Domestic,18
2012,2252,2252-2012,Avondale College of Higher Education,Undergrad,01 Natural and Physical Sciences,Domestic,25
2012,2252,2252-2012,Avondale College of Higher Education,Undergrad,06 Health,Domestic,252.375
2012,2252,2252-2012,Avondale College of Higher Education,Undergrad,07 Education,Domestic,528.5
2012,2252,2252-2012,Avondale College of Higher Education,Undergrad,08 Management and Commerce,Domestic,34.125
2012,2252,2252-2012,Avondale College of Higher Education,Undergrad,09 Society and Culture,Domestic,75.375
2012,2252,2252-2012,Avondale College of Higher Education,Undergrad,10 Creative Arts,Domestic,48.75
2012,2252,2252-2012,Avondale College of Higher Education,Postgrad by course,06 Health,International,1.25
2012,2252,2252-2012,Avondale College of Higher Education,Postgrad by course,07 Education,International,4.625
2012,2252,2252-2012,Avondale College of Higher Education,Postgrad by course,08 Management and Commerce,International,0.875
2012,2252,2252-2012,Avondale College of Higher Education,Postgrad by course,09 Society and Culture,International,3.625
2012,2252,2252-2012,Avondale College of Higher Education,Undergrad,01 Natural and Physical Sciences,International,1.125
2012,2252,2252-2012,Avondale College of Higher Education,Undergrad,06 Health,International,36.875
2012,2252,2252-2012,Avondale College of Higher Education,Undergrad,07 Education,International,13.5
2012,2252,2252-2012,Avondale College of Higher Education,Undergrad,08 Management and Commerce,International,7.75
2012,2252,2252-2012,Avondale College of Higher Education,Undergrad,09 Society and Culture,International,5.75
