provider_code,code_year,provider_name,citizenship,attrition_rate
4425,4425-2015,Australian Institute of Business,International,12.12
4426,4426-2015,John Paul ll Institute for Marriage and Family,International,0
4428,4428-2015,Nan Tien Institute,International,40
4449,4449-2015,Torrens University Australia,International,0
4450,4450-2015,TAFE Queensland,International,23.08
7073,7073-2015,Chisholm Institute,International,41.18
7075,7075-2015,TAFE NSW,International,21.59
7116,7116-2015,Study Group Australia Pty Ltd,International,23.31
7124,7124-2015,Academy of Information Technology,International,29.09
7125,7125-2015,Phoenix Institute of Australia Pty Ltd,International,0
7252,7252-2015,AIPE,International,16
7338,7338-2015,TAFE SA,International,0
1019,1019-2016,James Cook University,International,22.73
1034,1034-2016,Murdoch University,International,12.58
1055,1055-2016,The University of Western Australia,International,4.47
1058,1058-2016,University of Wollongong,International,14.45
2154,2154-2016,Federation University Australia,International,34.18
2177,2177-2016,Swinburne University of Technology,International,15.89
2200,2200-2016,CQUniversity,International,14.3
2201,2201-2016,University of Southern Queensland,International,19.91
2235,2235-2016,Edith Cowan University,International,14.33
2236,2236-2016,Curtin University,International,16.56
2241,2241-2016,University of Canberra,International,14.18
2252,2252-2016,Avondale College of Higher Education,International,12.5
3001,3001-2016,Charles Darwin University,International,36.64
3003,3003-2016,Bond University,International,7
3004,3004-2016,Western Sydney University,International,18.86
3005,3005-2016,Charles Sturt University,International,10.13
3006,3006-2016,Australian Catholic University,International,15.88
3007,3007-2016,Victoria University,International,18.66
3010,3010-2016,The University of Adelaide,International,4.2
3013,3013-2016,University of New South Wales,International,4.87
3014,3014-2016,The University of Newcastle,International,9.46
3016,3016-2016,University of Technology Sydney,International,10.11
3019,3019-2016,The University of Queensland,International,4.04
3020,3020-2016,La Trobe University,International,14.11
3025,3025-2016,Macquarie University,International,8.53
3027,3027-2016,University of South Australia,International,7.68
3029,3029-2016,Flinders University,International,8.33
3030,3030-2016,Deakin University,International,9.85
3032,3032-2016,Griffith University,International,12.12
3033,3033-2016,The Australian National University,International,3.97
3034,3034-2016,RMIT University,International,8.31
3035,3035-2016,Monash University,International,4.9
3036,3036-2016,The University of Melbourne,International,2.7
3038,3038-2016,Southern Cross University,International,28.55
3039,3039-2016,The University of New England,International,7.79
3040,3040-2016,The University of Sydney,International,4.03
3042,3042-2016,Queensland University of Technology,International,10.14
3043,3043-2016,University of the Sunshine Coast,International,15.33
3044,3044-2016,The University of Notre Dame Australia,International,12.5
3045,3045-2016,University of Tasmania,International,26.35
4331,4331-2016,University of Divinity,International,8.33
4332,4332-2016,Sydney College of Divinity,International,27.27
4333,4333-2016,Christian Heritage College,International,85.71
4335,4335-2016,Australian College of Theology,International,13.89
4336,4336-2016,Australian College of Applied Psychology,International,20.31
4337,4337-2016,Eastern College Australia,International,10
4338,4338-2016,Moore Theological College,International,0
4339,4339-2016,Holmes Institute,International,32.03
4340,4340-2016,Monash College,International,14.97
4341,4341-2016,Harvest Bible College,International,18.18
4343,4343-2016,Australian Institute of Music,International,19.05
4344,4344-2016,South Aust Institute of Business & Technology,International,26.44
4347,4347-2016,Tabor College NSW,International,100
4348,4348-2016,Deakin College,International,25.99
4349,4349-2016,Sydney Institute of Business and Technology,International,14.57
4350,4350-2016,Queensland Institute of Business and Technology,International,14.37
4352,4352-2016,The Australian College of Physical Education,International,87.5
4357,4357-2016,Blue Mountains Intl Hotel Management School,International,87.26
4359,4359-2016,The College of Law,International,28.17
4360,4360-2016,Perth Bible College,International,50
4361,4361-2016,Endeavour College of Natural Health,International,18.18
4362,4362-2016,International College of Hotel Management,International,16.42
4363,4363-2016,Northern Melbourne Institute of TAFE,International,23.81
4364,4364-2016,Edith Cowan College,International,14.6
4365,4365-2016,Curtin College,International,8.32
4366,4366-2016,Box Hill Institute,International,42.86
4367,4367-2016,Melbourne Institute of Technology,International,20.26
4368,4368-2016,Campion College,International,100
4371,4371-2016,SAE Creative Media Institute,International,13.1
4374,4374-2016,Carnegie Mellon University Australia,International,2.46
4377,4377-2016,UOW College,International,15.12
4380,4380-2016,UTS:INSEARCH,International,11.17
4381,4381-2016,"International College of Management, Sydney",International,24.22
4383,4383-2016,Holmesglen Institute of TAFE,International,32.35
4384,4384-2016,Kaplan Business School,International,24.19
4385,4385-2016,Polytechnic West,International,19.23
4386,4386-2016,Macleay College,International,12.5
4387,4387-2016,Raffles College of Design and Commerce,International,81.33
4388,4388-2016,Australian Academy of Music and Performing Arts,International,0
4391,4391-2016,Eynesbury,International,16.85
4394,4394-2016,William Angliss Institute of TAFE,International,26.49
4396,4396-2016,LCI Melbourne,International,0
4401,4401-2016,Whitehouse Institute of Design; Australia,International,63.64
4402,4402-2016,Leo Cussen Institute,International,0
4406,4406-2016,Canberra Institute of Technology,International,100
4409,4409-2016,Universal Business School Sydney (UBSS),International,34.03
4410,4410-2016,Australian Institute of Management SA Division Inc,International,100
4411,4411-2016,Stotts Colleges,International,62.3
4412,4412-2016,Morling College,International,0
4413,4413-2016,University College London,International,33.33
4415,4415-2016,Top Education Institute,International,10.46
4417,4417-2016,La Trobe Melbourne,International,21.58
4418,4418-2016,Australian School of Management,International,32.73
4420,4420-2016,Kent Institute Australia,International,39.73
4421,4421-2016,Le Cordon Bleu Australia,International,12.37
4423,4423-2016,Tabor College Perth,International,100
4424,4424-2016,Kaplan Higher Education,International,46.77
4425,4425-2016,Australian Institute of Business,International,10
4426,4426-2016,John Paul ll Institute for Marriage and Family,International,0
4428,4428-2016,Nan Tien Institute,International,0
4450,4450-2016,TAFE Queensland,International,28.57
5555,5555-2016,Torrens University Australia,International,0
7001,7001-2016,Collarts,International,0
7067,7067-2016,West Coast Institute of Training,International,54.55
7073,7073-2016,Chisholm Institute,International,19.35
7075,7075-2016,TAFE NSW,International,19.17
7116,7116-2016,Study Group Australia Pty Ltd,International,33.57
7124,7124-2016,Academy of Information Technology,International,29.52
7252,7252-2016,AIPE,International,53.46
7338,7338-2016,TAFE SA,International,50
1019,1019-2017,James Cook University,International,18.79
1034,1034-2017,Murdoch University,International,17.27
1055,1055-2017,The University of Western Australia,International,8.24
1058,1058-2017,University of Wollongong,International,19.84
2148,2148-2017,The National Institute of Dramatic Art,International,0
2154,2154-2017,Federation University Australia,International,40.01
2177,2177-2017,Swinburne University of Technology,International,15.79
2200,2200-2017,CQUniversity,International,27.27
2201,2201-2017,University of Southern Queensland,International,19.59
2235,2235-2017,Edith Cowan University,International,18.86
2236,2236-2017,Curtin University,International,16.93
2241,2241-2017,University of Canberra,International,15.69
2252,2252-2017,Avondale College of Higher Education,International,35.14
3001,3001-2017,Charles Darwin University,International,38.32
3003,3003-2017,Bond University,International,6.55
3004,3004-2017,Western Sydney University,International,15.7
3005,3005-2017,Charles Sturt University,International,14.06
3006,3006-2017,Australian Catholic University,International,16.57
3007,3007-2017,Victoria University,International,19.58
3010,3010-2017,The University of Adelaide,International,4.49
3013,3013-2017,University of New South Wales,International,4.08
3014,3014-2017,The University of Newcastle,International,14.36
3016,3016-2017,University of Technology Sydney,International,8.87
3019,3019-2017,The University of Queensland,International,4.08
3020,3020-2017,La Trobe University,International,20.83
3025,3025-2017,Macquarie University,International,9.09
3027,3027-2017,University of South Australia,International,10.32
3029,3029-2017,Flinders University,International,10.9
3030,3030-2017,Deakin University,International,9.93
3032,3032-2017,Griffith University,International,12.04
3033,3033-2017,The Australian National University,International,3.75
3034,3034-2017,RMIT University,International,7.17
3035,3035-2017,Monash University,International,5.08
3036,3036-2017,The University of Melbourne,International,3.02
3038,3038-2017,Southern Cross University,International,34.49
3039,3039-2017,The University of New England,International,10.6
3040,3040-2017,The University of Sydney,International,4.03
3042,3042-2017,Queensland University of Technology,International,8.06
3043,3043-2017,University of the Sunshine Coast,International,23.08
3044,3044-2017,The University of Notre Dame Australia,International,5.71
3045,3045-2017,University of Tasmania,International,8.61
4331,4331-2017,University of Divinity,International,17.65
4332,4332-2017,Sydney College of Divinity,International,19.57
4333,4333-2017,Christian Heritage College,International,60
4335,4335-2017,Australian College of Theology,International,14.89
4336,4336-2017,Australian College of Applied Psychology,International,8.33
4337,4337-2017,Eastern College Australia,International,26.32
4338,4338-2017,Moore Theological College,International,0
4339,4339-2017,Holmes Institute,International,25.06
4340,4340-2017,Monash College,International,14.57
4341,4341-2017,Harvest Bible College,International,14.29
4343,4343-2017,Australian Institute of Music,International,12.96
