index,provider_name,prv,affiliation,affil_status,profit,type,ownership,TEQSA_type,ref_year,code_year,success_all,success_dom,success_int,attrition_all,attrition_dom,attrition_int,all_fte,salaried_fte,senior_fte,senior_headcount,sessional_fte,sessional_prop,senior_prop,ssr_all,primary_bfoe,eftsl_sum,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,ssr_all_type_avg,ssr_salaried_type_avg,sessional_prop_type_avg
295,Excelsia College,PRV12064,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2015,4346-2015,93.03,92.96,100.0,18.57,18.31,33.33,,,,,,,,,education,228.1485,0.48005356160570856,1.4475246696514987,0.6095139963079214,0.6383934148153505,0.00931410901233188,21.38115632,34.31271478,0.376873662
296,Australian College of Christian Studies Ltd,PRV12047,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2015,4347-2015,93.13,92.86,100.0,16.67,9.09,100.0,,,,,,,,,soc_cult,20.0,1.0,0.0,0.0,0.0,0.0375,21.38115632,34.31271478,0.376873662
297,Adelaide College of Divinity Incorporated,PRV12088,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2015,4355-2015,80.31,80.31,,50.0,50.0,,,,,,,,,,soc_cult,28.1667,1.0,0.0,0.0,0.12574067959682889,0.0,21.38115632,34.31271478,0.376873662
298,The College of Law Limited,PRV12048,NUHEP,current,not_for_profit,other,private,not_for_profit,2015,4359-2015,93.22,93.14,95.5,21.54,21.54,21.31,,,,,,,,,soc_cult,1604.855,1.0,0.0,0.0,1.0,0.03476326521710684,21.38115632,34.31271478,0.376873662
299,Perth Bible College Inc,PRV12165,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2015,4360-2015,71.29,71.55,70.42,43.75,48.84,0.0,,,,,,,,,soc_cult,26.25084,1.0,0.0,0.0,0.1285673144173672,0.22539316837099307,21.38115632,34.31271478,0.376873662
300,Campion Institute Limited,PRV12017,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2015,4368-2015,95.53,95.43,100.0,7.32,7.32,,,,,,,,,,soc_cult,86.75,1.0,0.0,0.0,0.0,0.023054755043227664,21.38115632,34.31271478,0.376873662
301,Tabor College Tasmania Inc.,PRV12109,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2015,4370-2015,75.0,75.0,,48.48,48.48,,,,,,,,,,soc_cult,33.96875,1.0,0.0,0.0,0.06991720331186753,0.0,21.38115632,34.31271478,0.376873662
302,INSEARCH Limited,PRV12022,NUHEP,current,not_for_profit,pathway,private,not_for_profit,2015,4380-2015,81.49,80.17,82.1,17.07,14.98,18.04,,,,,,,,,mge_com,2036.5667972200001,0.3759595152710765,2.1040822788082885,0.7408420630896477,0.0,0.6850698326293516,21.38115632,34.31271478,0.376873662
303,Australian Guild of Music Education Inc.,PRV12114,NUHEP,current,not_for_profit,other,private,not_for_profit,2015,4382-2015,83.44,83.44,,44.44,44.44,,,,,,,,,,creat_art,10.2375878,1.0,0.0,0.0,0.0,0.0,21.38115632,34.31271478,0.376873662
304,Australian Academy of Music and Performing Arts,PRV12026,NUHEP,current,not_for_profit,other,private,not_for_profit,2015,4388-2015,89.07,88.96,92.78,25.42,23.64,50.0,,,,,,,,,creat_art,179.65,1.0,0.0,0.0,0.04898413581964932,0.02699693849151127,21.38115632,34.31271478,0.376873662
305,Adelaide Central School of Art Incorporated,PRV12087,NUHEP,current,not_for_profit,other,private,not_for_profit,2015,4395-2015,95.57,95.57,,22.95,22.95,,,,,,,,,,creat_art,99.29166632,1.0,0.0,0.0,0.0,0.0,21.38115632,34.31271478,0.376873662
306,Leo Cussen Institute,PRV12155,NUHEP,current,not_for_profit,other,private,not_for_profit,2015,4402-2015,99.77,99.74,100.0,0.0,0.0,0.0,,,,,,,,,soc_cult,431.0,1.0,0.0,0.0,1.0,0.1136890951276102,21.38115632,34.31271478,0.376873662
307,Alphacrucis College Limited,PRV12006,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2015,4407-2015,84.72,81.76,90.65,28.9,28.99,0.0,,,,,,,,,soc_cult,387.7375,0.9258841355298365,0.4492447804278049,0.1396910442470448,0.2127405783552017,0.32567136271317587,21.38115632,34.31271478,0.376873662
308,Australian Institute of Management South Australian Division Incorporated,PRV12091,NUHEP,current,not_for_profit,prof_body,private,not_for_profit,2015,4410-2015,87.86,88.0,50.0,40.0,40.0,,,,,,,,,,mge_com,132.875,1.0,0.0,0.0,1.0,0.0037629350893697085,21.38115632,34.31271478,0.376873662
309,Morling College Ltd,PRV12034,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2015,4412-2015,95.77,96.53,86.76,39.6,39.39,50.0,,,,,,,,,education,55.3125,0.6237288135593221,0.9553658524547894,0.469382361390405,1.0,0.0768361581920904,21.38115632,34.31271478,0.376873662
310,National Art School,PRV12036,NUHEP,current,not_for_profit,other,private,not_for_profit,2015,4419-2015,93.08,93.04,100.0,10.23,10.23,,,,,,,,,,creat_art,428.09999999999997,1.0,0.0,0.0,0.0,0.006306937631394535,21.38115632,34.31271478,0.376873662
311,Tabor College Incorporated (WA),PRV12168,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2015,4423-2015,92.86,91.01,100.0,40.0,41.18,33.33,,,,,,,,,soc_cult,14.250000022,1.0,0.0,0.0,0.23684210489750693,0.2192982455561711,21.38115632,34.31271478,0.376873662
312,"John Paul II Institute for Marriage and Family, Melbourne",PRV12130,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2015,4426-2015,100.0,100.0,100.0,11.11,11.32,0.0,,,,,,,,,soc_cult,41.875,1.0,0.0,0.0,1.0,0.21492537313432836,21.38115632,34.31271478,0.376873662
313,Nan Tien Institute Limited,PRV12035,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2015,4428-2015,91.1,88.6,100.0,29.73,28.13,40.0,,,,,,,,,soc_cult,19.625,0.535031847133758,0.9964560590084606,0.49754553937279405,1.0,0.24203821656050956,21.38115632,34.31271478,0.376873662
314,The National Institute of Dramatic Art,PRV12052,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,2148-2016,98.39,98.38,98.61,2.74,2.74,,,,,,,,,,creat_art,202.722663708,1.0,0.0,0.0,0.18135285250076938,0.03576314431445533,23.66956522,32.21301775,0.265217391
315,Marcus Oldham College,PRV12133,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,2170-2016,98.61,98.61,,9.26,9.26,,,,,,,,,,agri_env,186.875,1.0,0.0,0.0,0.07959866220735785,0.0,23.66956522,32.21301775,0.265217391
316,Avondale College Limited,PRV12015,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,2252-2016,88.45,89.33,74.18,17.65,17.81,12.5,89.72,63.08,10.0,10.0,26.64,0.2969237628176549,0.11145786892554614,10.371154703522068,education,930.5,0.43148844707146694,1.9502434310939634,0.683258785425896,0.09336378291241268,0.05830198817839871,23.66956522,32.21301775,0.265217391
317,"Australian Film, Television and Radio School",PRV12011,NUHEP,current,not_for_profit,government,public,not_for_profit,2016,2271-2016,97.51,97.51,,11.96,11.96,,,,,,,,,,creat_art,334.4758,1.0,0.0,0.0,0.18798729235418526,0.0,23.66956522,32.21301775,0.265217391
318,Sydney College of Divinity Ltd,PRV12045,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4332-2016,92.38,92.36,92.45,25.0,24.51,27.27,,,,,,,,,soc_cult,507.5,1.0,0.0,0.0,0.32241379310344825,0.21551724137931033,23.66956522,32.21301775,0.265217391
319,Christian Heritage College,PRV12074,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4333-2016,84.85,84.63,87.36,28.4,24.52,85.71,,,,,,,,,soc_cult,478.025,0.5025887767376184,1.3328239099795758,0.5714479658814642,0.2008786151351917,0.07719261544898279,23.66956522,32.21301775,0.265217391
320,Tabor College Incorporated,PRV12103 ,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4334-2016,87.42,87.42,,24.1,24.1,,,,,,,,,,soc_cult,433.08044,0.5252036780973068,1.0670967006509482,0.5078556937104493,0.27612246814933505,0.0,23.66956522,32.21301775,0.265217391
321,Australian College of Theology Limited,PRV12010,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4335-2016,91.51,91.59,90.15,28.41,28.85,13.89,,,,,,,,,soc_cult,1475.46375,1.0,0.0,0.0,0.4569080399298187,0.05445321852197318,23.66956522,32.21301775,0.265217391
322,Eastern College Australia Incorporated,PRV12149,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,4337-2016,87.06,86.03,94.44,24.0,25.22,10.0,,,,,,,,,soc_cult,117.625,0.7343251859723698,0.835189569121939,0.39018341443802856,0.4250797024442083,0.12327311370882041,23.66956522,32.21301775,0.265217391
323,Moore Theological College Council,PRV12033,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4338-2016,95.96,95.87,98.64,11.81,12.71,0.0,,,,,,,,,soc_cult,295.1501,1.0,0.0,0.0,0.07798709876771175,0.031171597095850552,23.66956522,32.21301775,0.265217391
324,Monash College Pty Ltd,PRV12139,NUHEP,current,not_for_profit,pathway,private,not_for_profit,2016,4340-2016,80.92,86.43,80.76,14.71,9.46,14.97,,,,,,,,,mge_com,2375.625,0.6141541699552749,1.5296391631885176,0.5648235440610521,0.0,0.9716916600894502,23.66956522,32.21301775,0.265217391
325,Harvest Bible College Ltd,PRV12127,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4341-2016,78.16,75.93,89.76,22.48,22.71,18.18,,,,,,,,,soc_cult,229.25,1.0,0.0,0.0,0.3669574700109051,0.15976008724100327,23.66956522,32.21301775,0.265217391
326,The Australian Institute of Music Limited,PRV12050,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,4343-2016,79.8,79.52,83.45,24.88,25.18,19.05,,,,,,,,,creat_art,1067.5747999999999,0.863802798642306,0.5741923175120542,0.23529504740005158,0.04447791386608227,0.07030046044548824,23.66956522,32.21301775,0.265217391
327,Excelsia College,PRV12064,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4346-2016,91.88,91.88,,24.1,24.1,,,,,,,,,,creat_art,129.91,0.5523054422292356,1.4337939991963673,0.5928897969728881,0.4534677853898853,0.0,23.66956522,32.21301775,0.265217391
328,Australian College of Christian Studies Ltd,PRV12047,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4347-2016,94.96,94.96,,23.08,16.67,100.0,,,,,,,,,soc_cult,19.75,1.0,0.0,0.0,0.0,0.006329113924050633,23.66956522,32.21301775,0.265217391
329,Adelaide College of Divinity Incorporated,PRV12088,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4355-2016,91.16,91.12,100.0,40.0,40.0,,,,,,,,,,soc_cult,31.791800000000002,1.0,0.0,0.0,0.3473159745594776,0.007863662957114726,23.66956522,32.21301775,0.265217391
330,The College of Law Limited,PRV12048,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,4359-2016,97.39,97.31,98.93,24.69,24.59,28.17,,,,,,,,,soc_cult,2259.7400000000002,1.0,0.0,0.0,1.0,0.04432810854346075,23.66956522,32.21301775,0.265217391
331,Perth Bible College Inc,PRV12165,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4360-2016,84.67,84.06,90.91,46.15,45.83,50.0,,,,,,,,,soc_cult,33.542500000000004,1.0,0.0,0.0,0.0670790787806514,0.08198554073190727,23.66956522,32.21301775,0.265217391
332,Campion Institute Limited,PRV12017,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4368-2016,96.09,96.05,100.0,24.0,17.39,100.0,,,,,,,,,soc_cult,89.875,1.0,0.0,0.0,0.0,0.011126564673157162,23.66956522,32.21301775,0.265217391
333,INSEARCH Limited,PRV12022,NUHEP,current,not_for_profit,pathway,private,not_for_profit,2016,4380-2016,84.95,81.21,86.84,12.7,16.08,11.17,,,,,,,,,mge_com,2396.2691787900003,0.37510277641424006,2.116657983604509,0.742320073189905,0.0,0.6635267731786574,23.66956522,32.21301775,0.265217391
334,Australian Guild of Music Education Inc.,PRV12114,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,4382-2016,100.0,100.0,,83.33,83.33,,,,,,,,,,creat_art,8.2333336,1.0,0.0,0.0,0.0,0.0,23.66956522,32.21301775,0.265217391
335,Australian Academy of Music and Performing Arts,PRV12026,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,4388-2016,88.61,88.31,100.0,23.08,23.6,0.0,,,,,,,,,creat_art,128.0833,1.0,0.0,0.0,0.032270405275316924,0.024593370095867297,23.66956522,32.21301775,0.265217391
336,The MIECAT Institute Inc.,PRV12136,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,4393-2016,98.96,98.96,,13.33,13.33,,,,,,,,,,soc_cult,96.3333335,1.0,0.0,0.0,1.0,0.0,23.66956522,32.21301775,0.265217391
337,Adelaide Central School of Art Incorporated,PRV12087,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,4395-2016,93.72,93.72,,18.0,18.0,,,,,,,,,,creat_art,93.33333301,1.0,0.0,0.0,0.0,0.0,23.66956522,32.21301775,0.265217391
338,Leo Cussen Institute,PRV12155,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,4402-2016,100.0,100.0,100.0,0.0,0.0,0.0,,,,,,,,,soc_cult,447.0,1.0,0.0,0.0,1.0,0.10738255033557047,23.66956522,32.21301775,0.265217391
339,Alphacrucis College Limited,PRV12006,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4407-2016,74.45,82.74,65.28,33.74,33.74,,,,,,,,,,soc_cult,499.9,0.7611522304460893,0.9185284113865744,0.37551809221616284,0.15258051610322065,0.4741448289657932,23.66956522,32.21301775,0.265217391
340,Morling College Ltd,PRV12034,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4412-2016,93.05,93.76,82.35,24.42,26.92,0.0,,,,,,,,,education,68.925,0.6401886108088503,0.9425265167531693,0.46069430679896944,1.0,0.06166122597025753,23.66956522,32.21301775,0.265217391
341,National Art School,PRV12036,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,4419-2016,91.23,91.52,61.63,11.65,11.65,,,,,,,,,,creat_art,446.43,1.0,0.0,0.0,0.12006361579642945,0.00963196917769863,23.66956522,32.21301775,0.265217391
342,"John Paul II Institute for Marriage and Family, Melbourne",PRV12130,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4426-2016,100.0,100.0,100.0,8.93,10.0,0.0,,,,,,,,,soc_cult,40.125,1.0,0.0,0.0,1.0,0.2866043613707165,23.66956522,32.21301775,0.265217391
343,Nan Tien Institute Limited,PRV12035,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2016,4428-2016,93.06,93.39,92.31,39.29,45.83,0.0,,,,,,,,,soc_cult,22.875500000000002,0.5956153963847785,0.9734577104421056,0.48171539194836344,1.0,0.3278835435291032,23.66956522,32.21301775,0.265217391
344,The Cairnmillar Institute,PRV14003,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,6043-2016,99.53,99.5,100.0,,,,,,,,,,,,soc_cult,61.125,1.0,0.0,0.0,1.0,0.05112474437627812,23.66956522,32.21301775,0.265217391
345,Sydney Institute of Health Sciences Pty. Limited,PRV12177,NUHEP,current,not_for_profit,other,private,not_for_profit,2016,7041-2016,95.85,95.72,97.92,13.45,13.45,,,,,,,,,,health,106.12588000000001,1.0,0.0,0.0,0.0,0.05653719903194206,23.66956522,32.21301775,0.265217391
346,The National Institute of Dramatic Art,PRV12052,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,2148-2017,97.93,97.82,100.0,9.28,9.68,0.0,,,,,,,,,creat_art,219.350997245,1.0,0.0,0.0,0.225939250892235,0.049008210493763964,20.79855465,29.59383033,0.297199639
347,Marcus Oldham College,PRV12133,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,2170-2017,98.49,98.49,,10.78,10.78,,,,,,,,,,agri_env,195.625,1.0,0.0,0.0,0.09201277955271565,0.0,20.79855465,29.59383033,0.297199639
348,Avondale College Limited,PRV12015,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,2252-2017,87.99,89.19,75.44,20.3,19.04,35.14,90.09,65.15,11.0,11.0,24.939999999999998,0.2768342768342768,0.1221001221001221,10.06077256077256,education,906.375,0.3876706661150186,2.0398492148697938,0.7090070428322832,0.09460764032547235,0.08702247965797821,20.79855465,29.59383033,0.297199639
349,"Australian Film, Television and Radio School",PRV12011,NUHEP,current,not_for_profit,government,public,not_for_profit,2017,2271-2017,96.63,96.63,,7.89,7.89,,,,,,,,,,creat_art,430.3686,1.0,0.0,0.0,0.2205978781909275,0.0,20.79855465,29.59383033,0.297199639
350,Sydney College of Divinity Ltd,PRV12045,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4332-2017,90.23,89.44,93.89,22.67,23.08,19.57,,,,,,,,,soc_cult,590.3875,1.0,0.0,0.0,0.3381465562871842,0.17679066714657746,20.79855465,29.59383033,0.297199639
351,Christian Heritage College,PRV12074,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4333-2017,86.94,88.75,73.1,27.68,23.92,60.0,,,,,,,,,soc_cult,464.225,0.4897948193225268,1.3919870340220741,0.5905247010956926,0.2325919543324896,0.11389950993591469,20.79855465,29.59383033,0.297199639
352,Tabor College Incorporated,PRV12103 ,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4334-2017,90.84,90.83,100.0,27.13,27.13,,,,,,,,,,soc_cult,427.99631999999997,0.5566550665669274,1.0355739559596822,0.49869147606391084,0.30714778108372526,0.001460292929621451,20.79855465,29.59383033,0.297199639
353,Australian College of Theology Limited,PRV12010,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4335-2017,92.64,92.78,90.02,21.02,21.25,14.89,,,,,,,,,soc_cult,1492.02125,1.0,0.0,0.0,0.4679197766117607,0.05357664979637522,20.79855465,29.59383033,0.297199639
354,Eastern College Australia Incorporated,PRV12149,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,4337-2017,89.69,90.64,85.51,26.32,26.32,26.32,,,,,,,,,soc_cult,101.875,0.7766871165644171,0.7661707596407679,0.34688847905453724,0.41595092024539876,0.20122699386503068,20.79855465,29.59383033,0.297199639
355,Moore Theological College Council,PRV12033,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4338-2017,99.6,99.58,100.0,19.42,20.0,0.0,,,,,,,,,soc_cult,277.7426,1.0,0.0,0.0,0.06300797933050242,0.04897160176364735,20.79855465,29.59383033,0.297199639
356,Monash College Pty Ltd,PRV12139,NUHEP,current,not_for_profit,pathway,private,not_for_profit,2017,4340-2017,81.89,84.22,81.8,14.45,10.91,14.57,,,,,,,,,mge_com,2650.75,0.5890314062057909,1.7116605854630556,0.5993359366358716,0.0,0.9638309912288975,20.79855465,29.59383033,0.297199639
357,Harvest Bible College Ltd,PRV12127,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4341-2017,80.08,78.35,90.46,22.16,22.5,14.29,,,,,,,,,soc_cult,211.125,1.0,0.0,0.0,0.33688573120189463,0.14268798105387803,20.79855465,29.59383033,0.297199639
358,The Australian Institute of Music Limited,PRV12050,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,4343-2017,82.26,82.06,84.35,25.0,25.94,12.96,,,,,,,,,creat_art,1228.9180999999999,0.8637239536141587,0.5744024017908758,0.23540977113457073,0.0327588958125037,0.0848964629945641,20.79855465,29.59383033,0.297199639
359,Excelsia College,PRV12064,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4346-2017,88.74,88.74,,18.09,18.09,,,,,,,,,,creat_art,136.99099999999999,0.5137198794081363,1.4126553095344883,0.5940925853372019,0.5173040564708631,0.0,20.79855465,29.59383033,0.297199639
360,Australian College of Christian Studies Ltd,PRV12047,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4347-2017,89.26,89.13,100.0,52.63,52.63,,,,,,,,,,soc_cult,41.25,1.0,0.0,0.0,0.0,0.012121212121212121,20.79855465,29.59383033,0.297199639
361,Adelaide College of Divinity Incorporated,PRV12088,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4355-2017,84.11,84.02,100.0,19.05,19.05,,,,,,,,,,soc_cult,49.1662,1.0,0.0,0.0,0.328807188678401,0.005084794025163628,20.79855465,29.59383033,0.297199639
362,The College of Law Limited,PRV12048,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,4359-2017,96.77,96.65,98.69,16.08,15.99,18.18,,,,,,,,,soc_cult,2298.335,1.0,0.0,0.0,1.0,0.05702606452062036,20.79855465,29.59383033,0.297199639
363,Perth Bible College Inc,PRV12165,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4360-2017,80.53,80.84,75.0,23.81,21.95,100.0,,,,,,,,,soc_cult,44.4171,1.0,0.0,0.0,0.1069407953243233,0.04878076236404448,20.79855465,29.59383033,0.297199639
364,Campion Institute Limited,PRV12017,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4368-2017,93.25,93.17,100.0,9.09,9.38,0.0,,,,,,,,,soc_cult,81.5,1.0,0.0,0.0,0.0,0.012269938650306749,20.79855465,29.59383033,0.297199639
365,INSEARCH Limited,PRV12022,NUHEP,current,not_for_profit,pathway,private,not_for_profit,2017,4380-2017,84.37,83.93,84.59,12.71,17.14,10.25,,,,,,,,,mge_com,2411.9517196300003,0.3764470967268306,2.0859801604190826,0.7347576713435059,0.0,0.6753907664867747,20.79855465,29.59383033,0.297199639
366,Australian Guild of Music Education Inc.,PRV12114,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,4382-2017,73.95,73.95,,0.0,0.0,,,,,,,,,,creat_art,10.0,1.0,0.0,0.0,0.0,0.0,20.79855465,29.59383033,0.297199639
367,Australian Academy of Music and Performing Arts,PRV12026,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,4388-2017,86.9,86.38,97.73,11.11,11.11,,,,,,,,,,creat_art,96.7,1.0,0.0,0.0,0.06308169596690796,0.04550155118924509,20.79855465,29.59383033,0.297199639
368,The MIECAT Institute Inc.,PRV12136,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,4393-2017,98.89,98.88,100.0,14.29,14.29,,,,,,,,,,soc_cult,90.916666848,1.0,0.0,0.0,1.0,0.00733272227318423,20.79855465,29.59383033,0.297199639
369,Adelaide Central School of Art Incorporated,PRV12087,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,4395-2017,93.87,93.87,,31.37,31.37,,,,,,,,,,creat_art,94.24999969,1.0,0.0,0.0,0.0,0.0,20.79855465,29.59383033,0.297199639
370,Leo Cussen Institute,PRV12155,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,4402-2017,99.77,99.74,100.0,0.0,0.0,0.0,,,,,,,,,soc_cult,445.0,1.0,0.0,0.0,1.0,0.13258426966292136,20.79855465,29.59383033,0.297199639
371,Alphacrucis College Limited,PRV12006,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4407-2017,81.44,84.25,74.55,37.26,30.26,46.15,,,,,,,,,soc_cult,886.1125,0.8257275458815896,0.788645352473298,0.2970494611506139,0.12800293416468,0.2864619334452454,20.79855465,29.59383033,0.297199639
372,Morling College Ltd,PRV12034,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4412-2017,95.46,95.54,94.29,29.57,28.44,50.0,,,,,,,,,education,74.375,0.5159663865546219,0.9992643154322285,0.4994901490007767,1.0,0.058823529411764705,20.79855465,29.59383033,0.297199639
373,National Art School,PRV12036,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,4419-2017,92.12,92.08,100.0,11.43,11.54,0.0,,,,,,,,,creat_art,524.976,1.0,0.0,0.0,0.14514949254823079,0.005238334704824601,20.79855465,29.59383033,0.297199639
374,"John Paul II Institute for Marriage and Family, Melbourne",PRV12130,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4426-2017,82.02,78.67,100.0,3.85,4.08,0.0,,,,,,,,,soc_cult,33.125,1.0,0.0,0.0,1.0,0.21509433962264152,20.79855465,29.59383033,0.297199639
375,Nan Tien Institute Limited,PRV12035,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,4428-2017,89.12,86.84,97.56,36.84,34.48,44.44,,,,,,,,,health,25.75,0.5533980582524272,0.9917570244063945,0.49429729474974077,0.9368932038834952,0.22815533980582525,20.79855465,29.59383033,0.297199639
376,Australian College of Nursing Ltd,PRV14001,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,4464-2017,90.71,90.67,100.0,,,,,,,,,,,,health,221.375,1.0,0.0,0.0,1.0,0.004517221908526256,20.79855465,29.59383033,0.297199639
377,The Cairnmillar Institute,PRV14003,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,6043-2017,98.37,98.34,100.0,0.91,0.91,,,,,,,,,,soc_cult,165.25,1.0,0.0,0.0,1.0,0.0226928895612708,20.79855465,29.59383033,0.297199639
378,BBI The Australian Institute of Theological Education,PRV14082,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2017,6044-2017,89.75,89.73,100.0,,,,,,,,,,,,soc_cult,59.875,1.0,0.0,0.0,1.0,0.0020876826722338203,20.79855465,29.59383033,0.297199639
379,Sydney Institute of Health Sciences Pty. Limited,PRV12177,NUHEP,current,not_for_profit,other,private,not_for_profit,2017,7041-2017,89.53,90.44,74.58,16.67,17.14,0.0,,,,,,,,,health,130.87599,1.0,0.0,0.0,0.0,0.05730653880822601,20.79855465,29.59383033,0.297199639
380,Navitas Professional Institute Pty Ltd,PRV12009,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4336-2013,77.58,77.27,86.33,37.03,37.27,25.0,,,,,,,,,soc_cult,1987.427,1.0,0.0,0.0,0.2935665058389566,0.03396149896323236,23.15441176,55.48898678,0.582720588
381,Holmes Institute Pty Ltd as Trustee for Holmes Institute Trust,PRV12128,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4339-2013,66.07,55.96,66.57,34.14,37.68,33.94,,,,,,,,,mge_com,2233.75,1.0,0.0,0.0,0.3783995523223279,0.9545607162842753,23.15441176,55.48898678,0.582720588
382,South Australian Institute of Business and Technology Pty Ltd,PRV12102,NUHEP,current,for_profit,pathway,private,for_profit,2013,4344-2013,65.92,61.19,67.75,24.19,29.13,21.9,,,,,,,,,mge_com,649.5,0.4447652040030793,2.0784899621240287,0.7205901264726049,0.0,0.7208429561200924,23.15441176,55.48898678,0.582720588
383,Melbourne Institute of Business and Technology Pty Ltd,PRV12137,NUHEP,current,for_profit,pathway,private,for_profit,2013,4348-2013,64.74,67.93,62.47,22.36,28.8,16.75,,,,,,,,,mge_com,2141.625,0.5684351835638826,1.802638101991262,0.6126502300682072,0.0,0.5826767057724859,23.15441176,55.48898678,0.582720588
384,Sydney Institute of Business and Technology Pty Ltd,PRV12046,NUHEP,current,for_profit,pathway,private,for_profit,2013,4349-2013,71.87,67.35,73.48,10.31,10.84,10.1,,,,,,,,,mge_com,2317.625,0.7741222156302249,1.093136128308206,0.3797470718398574,0.0,0.7367455908527049,23.15441176,55.48898678,0.582720588
385,Queensland Institute of Business & Technology Pty Ltd,PRV12078,NUHEP,current,for_profit,pathway,private,for_profit,2013,4350-2013,69.78,60.16,72.7,19.77,25.33,18.08,,,,,,,,,mge_com,1716.125,0.6601354796416345,1.678453161404815,0.5380473922121125,0.0,0.767280938160099,23.15441176,55.48898678,0.582720588
386,ACPE Limited,PRV12066,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4352-2013,83.67,83.46,99.25,32.68,32.87,16.67,,,,,,,,,health,853.758,0.41536946066684,1.963014957294978,0.716660299556137,0.0672614487946233,0.013509683071783806,23.15441176,55.48898678,0.582720588
