index,provider_name,prv,affiliation,affil_status,profit,type,ownership,TEQSA_type,ref_year,code_year,success_all,success_dom,success_int,attrition_all,attrition_dom,attrition_int,all_fte,salaried_fte,senior_fte,senior_headcount,sessional_fte,sessional_prop,senior_prop,ssr_all,primary_bfoe,eftsl_sum,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,ssr_all_type_avg,ssr_salaried_type_avg,sessional_prop_type_avg
573,Educational Enterprises Australia Pty Ltd,PRV12096,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4391-2017,70.66,54.43,71.08,22.59,12.5,22.8,,,,,,,,,mge_com,388.125,0.6753623188405797,1.2108849227484892,0.48607756955302994,0.0,0.9745571658615136,25.10544971,46.82892562,0.46389012
574,Gestalt Therapy Brisbane Pty Ltd,PRV12075,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4392-2017,96.78,96.78,,17.02,17.02,,,,,,,,,,soc_cult,21.3332,1.0,0.0,0.0,1.0,0.0,25.10544971,46.82892562,0.46389012
575,Academy of Design Australia Pty Ltd,PRV12113,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4396-2017,84.68,84.52,89.83,30.15,30.23,28.57,,,,,,,,,creat_art,196.5,1.0,0.0,0.0,0.0,0.030025445292620866,25.10544971,46.82892562,0.46389012
576,Whitehouse Institute Pty Ltd,PRV12065,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4401-2017,90.0,90.07,88.76,20.74,20.69,21.43,,,,,,,,,creat_art,255.0936,1.0,0.0,0.0,0.04263141058811354,0.05668860371251964,25.10544971,46.82892562,0.46389012
577,Australian Institute of Professional Counsellors Pty Ltd As Trustee For AIPC Trust,PRV12083,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4405-2017,80.2,80.2,,44.95,44.95,,,,,,,,,,soc_cult,165.625,0.9758490566037736,0.1641517523872379,0.04713535065859732,0.26716981132075474,0.0,25.10544971,46.82892562,0.46389012
578,Group Colleges Australia Pty Ltd,PRV12021,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4409-2017,60.29,,60.29,35.09,,35.09,,,,,,,,,mge_com,1275.0086000000001,1.0,0.0,0.0,0.3065733046820233,1.0,25.10544971,46.82892562,0.46389012
579,Acknowledge Education Pty Ltd,PRV12146,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4411-2017,58.53,0.0,58.59,53.11,,53.11,,,,,,,,,mge_com,300.125,0.9970845481049563,0.028754095353637182,0.0058139040705828225,0.0,0.9987505206164098,25.10544971,46.82892562,0.46389012
580,Top Education Group Limited,PRV12059,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4415-2017,77.92,76.83,78.0,15.22,27.94,14.3,,,,,,,,,mge_com,1030.75,0.9400921658986175,0.3270789462784917,0.1126377710293274,0.5047295658501092,0.9319670143099684,25.10544971,46.82892562,0.46389012
581,Navitas Bundoora Pty Ltd,PRV12186,NUHEP,current,for_profit,pathway,private,for_profit,2017,4417-2017,74.99,70.19,77.16,29.58,23.18,31.86,,,,,,,,,mge_com,1236.125,0.46101729194054,2.0042632603958497,0.6940328167484643,0.0,0.6885428253615128,25.10544971,46.82892562,0.46389012
582,Kent Institute Australia Pty Ltd,PRV12051,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4420-2017,79.18,,79.18,45.71,,45.71,,,,,,,,,mge_com,669.875,1.0,0.0,0.0,0.0,1.0,25.10544971,46.82892562,0.46389012
583,Le Cordon Bleu Australia Pty Limited,PRV12100,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4421-2017,88.86,74.23,89.87,12.73,25.0,11.76,,,,,,,,,mge_com,487.59000000000003,1.0,0.0,0.0,0.2576447425090752,0.9351012120839229,25.10544971,46.82892562,0.46389012
584,Kaplan Higher Education Pty Ltd,PRV12030,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4424-2017,85.73,87.06,73.82,25.98,25.58,30.0,,,,,,,,,mge_com,623.082,0.9644910300730883,0.252818989104125,0.06903080231238327,0.9035038726844942,0.10092893070253994,25.10544971,46.82892562,0.46389012
585,Australian Institute of Business Pty Ltd,PRV12090,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4425-2017,83.33,81.93,88.66,24.09,24.14,20.0,,,,,,,,,mge_com,2006.160714293,1.0,0.0,0.0,0.9963683296950775,0.20388090257621447,25.10544971,46.82892562,0.46389012
586,Wentworth Institute of Higher Education Pty Ltd,PRV12063,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4434-2017,92.89,100.0,92.86,,,,,,,,,,,,mge_com,29.875,0.891213389121339,0.4962451268938366,0.1939041683443917,0.35564853556485354,0.99581589958159,25.10544971,46.82892562,0.46389012
587,Australasian College of Health and Wellness,PRV13002,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4453-2017,100.0,100.0,,75.0,75.0,,,,,,,,,,health,0.625,1.0,0.0,0.0,0.0,0.0,25.10544971,46.82892562,0.46389012
588,S P Jain School of Global Management Pty Limited,PRV12041,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4455-2017,96.18,100.0,96.15,,,,,,,,,,,,mge_com,327.01618237499997,1.0,0.0,0.0,0.34538500348120577,0.9900195530040855,25.10544971,46.82892562,0.46389012
589,Australian Institute of Management Education and Training Pty Limited,PRV12071,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4458-2017,87.64,87.64,,45.78,45.78,,,,,,,,,,mge_com,198.125,1.0,0.0,0.0,1.0,0.0,25.10544971,46.82892562,0.46389012
590,Australian College of the Arts Pty Ltd,PRV12187,NUHEP,current,for_profit,for_profit,private,for_profit,2017,7001-2017,79.04,78.86,90.14,33.46,33.83,0.0,,,,,,,,,creat_art,379.99851179999996,0.7469298457394643,0.8161080390975284,0.3780513025661687,0.0,0.01578947236287571,25.10544971,46.82892562,0.46389012
591,Jazz Music Institute Pty Ltd,PRV12084,NUHEP,current,for_profit,for_profit,private,for_profit,2017,7014-2017,93.38,93.38,,11.76,11.76,,,,,,,,,,creat_art,56.5,1.0,0.0,0.0,0.0,0.0,25.10544971,46.82892562,0.46389012
592,Photography Holdings Pty Ltd,PRV12200,NUHEP,current,for_profit,for_profit,private,for_profit,2017,7035-2017,90.91,90.14,100.0,30.0,32.73,0.0,,,,,,,,,creat_art,115.54,1.0,0.0,0.0,0.0,0.07789510126363164,25.10544971,46.82892562,0.46389012
593,Study Group Australia Pty Limited,PRV12044,NUHEP,current,for_profit,for_profit,private,for_profit,2017,7116-2017,66.46,50.5,71.62,28.96,52.24,15.52,,,,,,,,,mge_com,426.125,0.7761806981519507,0.7670803691536966,0.34744844393660224,0.0,0.746259900264007,25.10544971,46.82892562,0.46389012
594,Academy of Information Technology Pty Ltd,PRV12005,NUHEP,current,for_profit,for_profit,private,for_profit,2017,7124-2017,78.23,82.78,74.77,20.73,18.09,23.22,,,,,,,,,creat_art,690.4999998999999,0.5497827661911344,0.9928372070785074,0.49504335238071767,0.0,0.5674631909583582,25.10544971,46.82892562,0.46389012
595,Proteus Technologies Pty Ltd,PRV14055,NUHEP,current,for_profit,for_profit,private,for_profit,2017,7197-2017,76.66,76.66,,,,,,,,,,,,,soc_cult,92.1,1.0,0.0,0.0,0.0,0.0,25.10544971,46.82892562,0.46389012
596,Victorian Institute of Technology Pty Ltd,PRV14007,NUHEP,current,for_profit,for_profit,private,for_profit,2017,7221-2017,76.0,45.83,76.19,26.27,60.0,25.54,,,,,,,,,info_tech,466.875,1.0,0.0,0.0,0.0,0.993574297188755,25.10544971,46.82892562,0.46389012
599,Melbourne Polytechnic,PRV12142,NUHEP,current,not_for_profit,TAFE,public,TAFE,2013,4363-2013,83.92,85.25,81.47,26.57,25.94,27.68,,,,,,,,,creat_art,780.375,0.304340861765177,2.4084004768724,0.7914412628448524,0.0,0.34951145282716645,15.79583333,24.30128205,0.35
600,Box Hill Institute,PRV12117,NUHEP,current,not_for_profit,TAFE,public,TAFE,2013,4366-2013,85.12,86.84,74.64,22.85,20.44,35.71,,,,,,,,,creat_art,499.1875,0.5913359208714161,1.6326758465618063,0.5845660460298818,0.0,0.14097909102291223,15.79583333,24.30128205,0.35
601,Holmesglen Institute of TAFE,PRV12129,NUHEP,current,not_for_profit,TAFE,public,TAFE,2013,4383-2013,79.34,83.48,74.63,31.06,31.09,31.02,,,,,,,,,mge_com,642.2635,0.3544106118438927,1.998930187339609,0.7305088575121769,0.004476355888198535,0.468002774562154,15.79583333,24.30128205,0.35
602,Polytechnic West,PRV12167,NUHEP,current,not_for_profit,TAFE,public,TAFE,2013,4385-2013,83.07,81.17,83.97,32.99,42.47,27.27,,,,,,,,,mge_com,218.5,0.45080091533180777,1.731721306814092,0.6608919510496467,0.0,0.6779176201372997,15.79583333,24.30128205,0.35
603,Canberra Institute of Technology,PRV12004,NUHEP,current,not_for_profit,TAFE,public,TAFE,2013,4406-2013,83.11,83.11,,50.0,49.21,100.0,,,,,,,,,info_tech,72.0,0.4756944444444444,1.4731441736264235,0.6186885127314815,0.0,0.003472222222222222,15.79583333,24.30128205,0.35
604,TAFE Queensland,PRV13003,NUHEP,current,not_for_profit,TAFE,public,TAFE,2013,4450-2013,80.96,79.14,90.94,,,,,,,,,,,,engineering,133.84199999999998,1.0,0.0,0.0,0.0,0.15506343300309322,15.79583333,24.30128205,0.35
605,Chisholm Institute,PRV12123,NUHEP,current,not_for_profit,TAFE,public,TAFE,2013,7073-2013,75.66,75.66,,26.58,26.58,,,,,,,,,,health,109.79422860000001,0.5111835177099645,1.4322876452119675,0.600700604612387,0.0,0.0,15.79583333,24.30128205,0.35
606,Technical and Further Education Commission,PRV12049,NUHEP,current,not_for_profit,TAFE,public,TAFE,2013,7075-2013,97.94,97.63,99.16,24.19,24.92,18.42,,,,,,,,,info_tech,511.0,0.31947162426614484,1.9329278286483245,0.7293600237054851,0.0,0.2045009784735812,15.79583333,24.30128205,0.35
607,TAFE SA,PRV14002,NUHEP,current,not_for_profit,TAFE,public,TAFE,2013,7338-2013,84.69,84.92,78.13,,,,,,,,,,,,creat_art,244.416162264,0.9022218236403428,0.4619127499261596,0.17643520917487404,0.0,0.03308759436810432,15.79583333,24.30128205,0.35
608,Melbourne Polytechnic,PRV12142,NUHEP,current,not_for_profit,TAFE,public,TAFE,2014,4363-2014,82.97,86.93,76.91,31.81,31.14,32.98,,,,,,,,,creat_art,811.625,0.30417372555059297,2.4887539678781465,0.7943880802434609,0.0,0.39519482519636534,15.82307692,26.54193548,0.403846154
609,Box Hill Institute,PRV12117,NUHEP,current,not_for_profit,TAFE,public,TAFE,2014,4366-2014,81.9,82.77,75.72,28.32,22.62,50.0,,,,,,,,,creat_art,511.875,0.5594627594627595,1.724208074960224,0.609569608250927,0.016605616605616606,0.1227106227106227,15.82307692,26.54193548,0.403846154
610,Holmesglen Institute of TAFE,PRV12129,NUHEP,current,not_for_profit,TAFE,public,TAFE,2014,4383-2014,81.31,87.56,74.33,37.59,35.93,39.58,,,,,,,,,mge_com,632.162,0.34030042932033244,2.0515301869888747,0.7331478686821349,0.004152416627383487,0.4786953344237711,15.82307692,26.54193548,0.403846154
611,Polytechnic West,PRV12167,NUHEP,current,not_for_profit,TAFE,public,TAFE,2014,4385-2014,85.4,85.03,85.54,29.05,30.65,28.21,,,,,,,,,mge_com,197.875,0.6209728363866077,1.0789413139831665,0.48651396769769134,0.0,0.7163613392293114,15.82307692,26.54193548,0.403846154
612,William Angliss Institute of TAFE,PRV12153,NUHEP,current,not_for_profit,TAFE,public,TAFE,2014,4394-2014,83.48,86.51,82.17,15.9,22.58,12.78,,,,,,,,,mge_com,661.1999987700001,0.7425460202863454,0.8228800381905864,0.3823428560865114,0.0,0.6982110448560187,15.82307692,26.54193548,0.403846154
613,Canberra Institute of Technology,PRV12004,NUHEP,current,not_for_profit,TAFE,public,TAFE,2014,4406-2014,86.39,86.09,100.0,37.21,37.65,0.0,,,,,,,,,info_tech,66.25,0.5584905660377358,1.4315921881568545,0.5906158775364899,0.0,0.020754716981132074,15.82307692,26.54193548,0.403846154
614,TAFE Queensland,PRV13003,NUHEP,current,not_for_profit,TAFE,public,TAFE,2014,4450-2014,79.7,79.27,83.72,9.81,10.87,2.22,,,,,,,,,engineering,268.08799999999997,1.0,0.0,0.0,0.0,0.09547238220285877,15.82307692,26.54193548,0.403846154
615,Chisholm Institute,PRV12123,NUHEP,current,not_for_profit,TAFE,public,TAFE,2014,7073-2014,69.12,73.63,62.87,25.68,25.68,,,,,,,,,,engineering,124.66730701,0.5542752278627247,1.1911034275141952,0.5277673258124287,0.0,0.4193006013662186,15.82307692,26.54193548,0.403846154
616,Technical and Further Education Commission,PRV12049,NUHEP,current,not_for_profit,TAFE,public,TAFE,2014,7075-2014,84.15,82.86,88.55,24.24,25.91,18.18,,,,,,,,,info_tech,678.375,0.31453841901603097,2.045526636913653,0.7384663535437214,0.018426386585590565,0.2279344020637553,15.82307692,26.54193548,0.403846154
617,TAFE SA,PRV14002,NUHEP,current,not_for_profit,TAFE,public,TAFE,2014,7338-2014,88.16,88.09,89.77,46.63,46.2,55.56,,,,,,,,,creat_art,161.4491,0.8466005694674049,0.6182824025360979,0.2597360904897412,0.0,0.041032746543647504,15.82307692,26.54193548,0.403846154
618,Melbourne Polytechnic,PRV12142,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,4363-2015,84.49,87.18,81.08,30.95,28.34,34.29,,,,,,,,,creat_art,847.375,0.25608496828440774,2.7373460481577805,0.827989895558555,0.0,0.4407729753650981,18.48582996,27.84146341,0.336032389
619,Box Hill Institute,PRV12117,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,4366-2015,83.96,84.49,80.08,28.28,26.52,37.7,,,,,,,,,creat_art,505.8125,0.6653898430742617,1.6486337576527816,0.528179815733779,0.026689731867045596,0.12257506487087606,18.48582996,27.84146341,0.336032389
620,Holmesglen Institute of TAFE,PRV12129,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,4383-2015,79.54,87.13,73.51,28.89,26.67,31.19,,,,,,,,,mge_com,737.191,0.373037652385881,2.011466429332122,0.7196381553079503,0.016956256926630955,0.5634862606841374,18.48582996,27.84146341,0.336032389
621,Polytechnic West,PRV12167,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,4385-2015,77.54,74.29,79.07,30.08,26.83,31.52,,,,,,,,,mge_com,178.625,0.7270818754373688,0.8456208666774649,0.39686764369569466,0.0,0.6787963610916725,18.48582996,27.84146341,0.336032389
622,William Angliss Institute of TAFE,PRV12153,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,4394-2015,80.44,83.61,78.92,16.87,23.75,13.5,,,,,,,,,mge_com,757.88571295,0.7290205835249081,0.8428665291792689,0.39509914464382123,0.0,0.6760913820443064,18.48582996,27.84146341,0.336032389
623,Canberra Institute of Technology,PRV12004,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,4406-2015,79.19,79.47,66.67,18.18,18.87,0.0,,,,,,,,,info_tech,68.375,0.5703839122486288,0.9856584949538063,0.49009220979315465,0.0,0.021937842778793418,18.48582996,27.84146341,0.336032389
624,TAFE Queensland,PRV13003,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,4450-2015,77.29,75.78,92.31,26.44,26.71,23.08,,,,,,,,,engineering,231.4,0.9805531547104581,0.1383233750896122,0.03813733099565304,0.0,0.09126188418323249,18.48582996,27.84146341,0.336032389
625,West Coast Institute of Training,PRV13004,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,7067-2015,45.67,76.09,28.4,,,,,,,,,,,,education,12.9,1.0,0.0,0.0,0.0,0.6434108527131783,18.48582996,27.84146341,0.336032389
626,Central Institute of Technology,PRV14018,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,7072-2015,92.86,92.86,,,,,,,,,,,,,mge_com,1.75e-05,1.0,0.0,0.0,0.0,0.0,18.48582996,27.84146341,0.336032389
627,Chisholm Institute,PRV12123,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,7073-2015,82.91,83.83,81.84,37.18,34.09,41.18,,,,,,,,,engineering,148.210568395,0.5760836112067729,1.3116054136712827,0.5516966577946276,0.0,0.458960696471459,18.48582996,27.84146341,0.336032389
628,Technical and Further Education Commission,PRV12049,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,7075-2015,86.29,86.59,85.37,25.92,27.01,21.59,,,,,,,,,education,955.6875,0.3123405925053953,2.34709675077872,0.7836084167871391,0.0036622850042508665,0.24530769733830357,18.48582996,27.84146341,0.336032389
629,TAFE SA,PRV14002,NUHEP,current,not_for_profit,TAFE,public,TAFE,2015,7338-2015,82.96,83.5,72.16,36.84,41.18,0.0,,,,,,,,,creat_art,122.1641,0.8060829654538445,0.7095940514848387,0.3126264365179613,0.0,0.0487369038858388,18.48582996,27.84146341,0.336032389
630,Melbourne Polytechnic,PRV12142,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,4363-2016,86.77,89.48,83.73,25.56,27.11,23.81,,,,,,,,,creat_art,811.75,0.21019402525408068,2.8707061968111223,0.8491539274983071,0.01201108715737604,0.4719741299661226,15.67515924,22.89302326,0.315286624
631,Box Hill Institute,PRV12117,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,4366-2016,85.08,86.78,73.86,24.68,22.45,42.86,,,,,,,,,creat_art,461.02129636999996,0.6215819144502486,1.8050414392747998,0.5798088078166251,0.036603515136655856,0.1323149288553548,15.67515924,22.89302326,0.315286624
632,Holmesglen Institute of TAFE,PRV12129,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,4383-2016,82.05,87.21,79.05,32.8,33.49,32.35,,,,,,,,,mge_com,946.1779999999999,0.3852340680083452,2.0534019518793607,0.7238578174543286,0.04478544206269856,0.6422977494720866,15.67515924,22.89302326,0.315286624
633,Polytechnic West,PRV12167,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,4385-2016,83.56,83.49,100.0,27.34,40.0,19.23,,,,,,,,,mge_com,88.625,0.7179125528913963,0.9814021921412747,0.4180623496810104,0.0,0.6840620592383639,15.67515924,22.89302326,0.315286624
634,William Angliss Institute of TAFE,PRV12153,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,4394-2016,84.59,85.04,84.38,27.49,29.25,26.49,,,,,,,,,mge_com,811.19999853,0.7394336432285102,0.9170780567184027,0.39348585452591633,0.0,0.6737109045739091,15.67515924,22.89302326,0.315286624
635,Canberra Institute of Technology,PRV12004,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,4406-2016,83.7,83.21,100.0,24.49,21.28,100.0,,,,,,,,,info_tech,69.25,0.6137184115523465,0.9623579541779537,0.47413624574802227,0.0,0.02888086642599278,15.67515924,22.89302326,0.315286624
636,TAFE Queensland,PRV13003,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,4450-2016,77.14,75.68,82.32,35.61,36.44,28.57,,,,,,,,,engineering,212.6,0.9078080903104422,0.44374411553553295,0.16738512295470048,0.0,0.2195437441204139,15.67515924,22.89302326,0.315286624
637,South Metropolitan TAFE,PRV14272,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,4468-2016,75.78,80.49,73.97,,,,,,,,,,,,mge_com,92.375,0.7456021650879567,0.9202970892774242,0.3888625414514366,0.0,0.7225981055480379,15.67515924,22.89302326,0.315286624
638,West Coast Institute of Training,PRV13004,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,7067-2016,0.0,0.0,0.0,43.48,33.33,54.55,,,,,,,,,education,9.600000000000001,1.0,0.0,0.0,0.0,0.8645833333333333,15.67515924,22.89302326,0.315286624
639,Central Institute of Technology,PRV14018,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,7072-2016,85.35,85.2,100.0,21.05,21.05,,,,,,,,,,creat_art,50.15000015,0.8354935199337182,0.6449823034260742,0.2748881961649676,0.0,0.009970089700986772,15.67515924,22.89302326,0.315286624
640,Chisholm Institute,PRV12123,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,7073-2016,76.68,87.28,67.25,19.28,19.23,19.35,,,,,,,,,engineering,194.70557507,0.5960681773918144,1.2533512553094506,0.5309984883298939,0.0,0.5246142070317041,15.67515924,22.89302326,0.315286624
641,Technical and Further Education Commission,PRV12049,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,7075-2016,85.52,87.16,81.09,23.66,24.84,19.17,,,,,,,,,education,1054.8125,0.31368134147064053,2.369433907726532,0.7868565176630139,0.0,0.2697754340226344,15.67515924,22.89302326,0.315286624
642,TAFE SA,PRV14002,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,7338-2016,87.29,86.86,91.31,21.91,21.26,50.0,,,,,,,,,creat_art,59.2606,0.5779556737528814,0.9823934931569608,0.4878458258594686,0.0,0.1012510841942201,15.67515924,22.89302326,0.315286624
643,North Metropolitan TAFE,PRV14273,NUHEP,current,not_for_profit,TAFE,public,TAFE,2016,8071-2016,88.87,88.49,91.01,,,,,,,,,,,,creat_art,48.865,0.7078686176199734,1.1613361082436064,0.45579607462885446,0.0,0.1555305433336744,15.67515924,22.89302326,0.315286624
644,Melbourne Polytechnic,PRV12142,NUHEP,current,not_for_profit,TAFE,public,TAFE,2017,4363-2017,87.52,91.03,84.58,23.43,24.66,21.84,,,,,,,,,creat_art,818.3125,0.1884212938211258,2.8628711450514457,0.8488482091252918,0.04811731459558543,0.5456350721759718,13.40163934,18.37078652,0.270491803
645,Box Hill Institute,PRV12117,NUHEP,current,not_for_profit,TAFE,public,TAFE,2017,4366-2017,83.85,86.57,69.92,27.67,24.32,42.37,,,,,,,,,creat_art,461.25000007,0.5837398373097847,1.9288641446433201,0.6199009996288742,0.03658536584810628,0.16355013556325526,13.40163934,18.37078652,0.270491803
646,Holmesglen Institute of TAFE,PRV12129,NUHEP,current,not_for_profit,TAFE,public,TAFE,2017,4383-2017,81.75,88.78,78.27,31.7,27.68,33.95,,,,,,,,,mge_com,979.874,0.41199174587753123,2.089342160169623,0.7205030739467254,0.05919128377730196,0.6698585736533472,13.40163934,18.37078652,0.270491803
647,William Angliss Institute of TAFE,PRV12153,NUHEP,current,not_for_profit,TAFE,public,TAFE,2017,4394-2017,85.42,82.91,86.7,23.17,25.84,21.76,,,,,,,,,mge_com,647.5,0.8453667953667954,0.717927373755832,0.26774190903534534,0.0017374517374517374,0.6633204633204633,13.40163934,18.37078652,0.270491803
648,Canberra Institute of Technology,PRV12004,NUHEP,current,not_for_profit,TAFE,public,TAFE,2017,4406-2017,79.8,80.57,47.62,25.0,25.0,,,,,,,,,,info_tech,113.25,0.7141280353200883,0.8633289209513457,0.40829836897991806,0.0,0.023178807947019868,13.40163934,18.37078652,0.270491803
