"","provider_name","provider_code","prv","affiliation","affil_status","profit","type","ownership","code_year","ref_year","success_all","success_dom","success_int","attrition_all","attrition_dom","attrition_int","all_fte","salaried_fte","senior_fte","senior_headcount","sessional_fte","sessional_prop","senior_prop","eftsl","int_prop","postgrad_prop","first_bfoe","first_bfoe_prop","bfoe_entropy","bfoe_gini_impurity","ssr_all","ssr_salaried"
"455","La Trobe Melbourne",4417,"PRV12186","NUHEP","current","for_profit","pathway","private","4417-2016",2016,75.93,76.18,75.84,21,19.85,21.58,NA,NA,NA,NA,NA,NA,NA,992,0.73,0,"mge_com",0.55145,1.85566993520639,0.6345690682,NA,NA
"456","National Art School",4419,"PRV12036","NUHEP","current","not_for_profit","other","private","4419-2016",2016,91.23,91.52,61.63,11.65,11.65,NA,NA,NA,NA,NA,NA,NA,NA,446,0.01,0.12,"creat_art",1,0,0,NA,NA
"457","Kent Institute Australia",4420,"PRV12051","NUHEP","current","for_profit","for_profit","private","4420-2016",2016,76.45,NA,76.45,39.84,100,39.73,NA,NA,NA,NA,NA,NA,NA,649,1,0,"mge_com",1,0,0,NA,NA
"458","Le Cordon Bleu Australia",4421,"PRV12100","NUHEP","current","for_profit","for_profit","private","4421-2016",2016,90.97,85.34,91.35,12.87,18.75,12.37,NA,NA,NA,NA,NA,NA,NA,501,0.93,0.28,"mge_com",1,0,0,NA,NA
"459","Kaplan Higher Education",4424,"PRV12030","NUHEP","current","for_profit","for_profit","private","4424-2016",2016,84.8,85.69,73.73,27.48,25.94,46.77,NA,NA,NA,NA,NA,NA,NA,718,0.07,0.92,"mge_com",0.96518,0.250982298947312,0.0677771714,NA,NA
"460","Australian Institute of Business",4425,"PRV12090","NUHEP","current","for_profit","for_profit","private","4425-2016",2016,83.87,82.8,89.27,23.42,23.51,10,NA,NA,NA,NA,NA,NA,NA,3602,0.16,1,"mge_com",1,0,0,NA,NA
"461","John Paul ll Institute for Marriage and Family",4426,"PRV12130","NUHEP","current","not_for_profit","faith_based","private","4426-2016",2016,100,100,100,8.93,10,0,NA,NA,NA,NA,NA,NA,NA,40,0.29,1,"soc_cult",1,0,0,NA,NA
"462","Nan Tien Institute",4428,"PRV12035","NUHEP","current","not_for_profit","faith_based","private","4428-2016",2016,93.06,93.39,92.31,39.29,45.83,0,NA,NA,NA,NA,NA,NA,NA,23,0.33,1,"soc_cult",0.59562,0.973455138555282,0.4817136312,NA,NA
"463","TAFE Queensland",4450,"PRV13003","NUHEP","current","not_for_profit","TAFE","public","4450-2016",2016,77.14,75.68,82.32,35.61,36.44,28.57,NA,NA,NA,NA,NA,NA,NA,213,0.22,0,"engineering",0.90781,0.443737814148658,0.1673820078,NA,NA
"464","Australasian College of Health and Wellness",4453,"PRV13002","NUHEP","current","for_profit","for_profit","private","4453-2016",2016,68.91,68.91,NA,47.06,47.06,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,"health",1,0,0,NA,NA
"465","S P Jain School of Global Management",4455,"PRV12041","NUHEP","current","for_profit","for_profit","private","4455-2016",2016,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"mge_com",1,0,0,NA,NA
"466","Australian Institute of Management Education & Training",4458,"PRV12071","NUHEP","current","for_profit","for_profit","private","4458-2016",2016,89.4,89.43,83.33,26.67,26.67,NA,NA,NA,NA,NA,NA,NA,NA,187,0.01,1,"mge_com",1,0,0,NA,NA
"467","South Metropolitan TAFE",4468,"PRV14272","NUHEP","current","not_for_profit","TAFE","public","4468-2016",2016,75.78,80.49,73.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,0.72,0,"mge_com",0.7456,0.920308822782237,0.38886574,NA,NA
"468","Torrens University Australia",5555,"PRV12209","non_aligned","current","for_profit","university","private","5555-2016",2016,83.96,78.77,87.25,48.22,48.55,0,NA,NA,NA,NA,NA,NA,NA,2866,0.61,0.33,"mge_com",0.73021,1.27646755650121,0.4379741845,NA,NA
"469","The Cairnmillar Institute",6043,"PRV14003","NUHEP","current","not_for_profit","other","private","6043-2016",2016,99.53,99.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,0.05,1,"soc_cult",1,0,0,NA,NA
"470","Collarts",7001,"PRV12187","NUHEP","current","for_profit","for_profit","private","7001-2016",2016,79.04,78.65,98.51,29.67,30.17,0,NA,NA,NA,NA,NA,NA,NA,308,0.02,0,"creat_art",0.69037,0.892745895186551,0.4275185262,NA,NA
"471","Jazz Music Institute",7014,"PRV12084","NUHEP","current","for_profit","for_profit","private","7014-2016",2016,89.93,89.93,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,55,0,0,"creat_art",1,0,0,NA,NA
"472","Photography Studies College (Melbourne)",7035,"PRV12200","NUHEP","current","for_profit","for_profit","private","7035-2016",2016,92.37,91.91,100,18.75,18.75,NA,NA,NA,NA,NA,NA,NA,NA,122,0.06,0,"creat_art",1,0,0,NA,NA
"473","Sydney Institute of Traditional Chinese Medicine",7041,"PRV12177","NUHEP","current","not_for_profit","other","private","7041-2016",2016,95.85,95.72,97.92,13.45,13.45,NA,NA,NA,NA,NA,NA,NA,NA,106,0.06,0,"health",1,0,0,NA,NA
"474","Chisholm Institute",7073,"PRV12123","NUHEP","current","not_for_profit","TAFE","public","7073-2016",2016,76.68,87.28,67.25,19.28,19.23,19.35,NA,NA,NA,NA,NA,NA,NA,195,0.52,0,"engineering",0.59607,1.25334884456685,0.5309973122,NA,NA
"475","TAFE NSW",7075,"PRV12049","NUHEP","current","not_for_profit","TAFE","public","7075-2016",2016,85.52,87.16,81.09,23.66,24.84,19.17,NA,NA,NA,NA,NA,NA,NA,1055,0.27,0,"education",0.31368,2.36945443790842,0.7868647177,NA,NA
"476","Study Group Australia Pty Ltd",7116,"PRV12044","NUHEP","current","for_profit","for_profit","private","7116-2016",2016,79.85,57.24,83.73,32.7,29.89,33.57,NA,NA,NA,NA,NA,NA,NA,191,0.61,0,"mge_com",0.79292,0.735864066372753,0.3283957472,NA,NA
"477","Academy of Information Technology",7124,"PRV12005","NUHEP","current","for_profit","for_profit","private","7124-2016",2016,82.8,82.45,83.1,28.33,26.67,29.52,NA,NA,NA,NA,NA,NA,NA,384,0.53,0,"creat_art",0.72394,0.850026578633781,0.3997017528,NA,NA
"478","VIT (Victorian Institute of Technology)",7221,"PRV14007","NUHEP","current","for_profit","for_profit","private","7221-2016",2016,66.48,34.38,67.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0.98,0,"info_tech",1,0,0,NA,NA
"479","TAFE SA",7338,"PRV14002","NUHEP","current","not_for_profit","TAFE","public","7338-2016",2016,87.29,86.86,91.31,21.91,21.26,50,NA,NA,NA,NA,NA,NA,NA,59,0.1,0,"creat_art",0.57796,0.982391530870278,0.4878444768,NA,NA
"480","North Metropolitan TAFE",8071,"PRV14273","NUHEP","current","not_for_profit","TAFE","public","8071-2016",2016,88.87,88.49,91.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0.16,0,"creat_art",0.70787,1.1613322324999,0.4557943766,NA,NA
"481","James Cook University",1019,"PRV12077","IRU","current","not_for_profit","university","public","1019-2017",2017,86.04,86.23,84.98,21.16,21.58,18.79,878.34,735.6,226,254,142.74,0.162511100485006,0.257303549878179,11625,0.15,0.15,"health",0.40318,2.52643503402973,0.7679067319,13.2351936607692,15.8034257748777
"482","Murdoch University",1034,"PRV12163","IRU","current","not_for_profit","university","public","1034-2017",2017,84.01,83.28,89.42,17.62,17.66,17.27,785.64,553.12,136.1,148,232.52,0.295962527366224,0.173234560358434,9810,0.12,0.11,"soc_cult",0.3118,2.45617894990805,0.7885199762,12.4866351000458,17.7357535435349
"483","The University of Western Australia",1055,"PRV12169","Go8","current","not_for_profit","university","public","1055-2017",2017,90.25,90.78,88.27,9.03,9.18,8.24,1504.43,1373.6,454.74,497,130.83,0.0869631687748849,0.302267303895828,17682,0.21,0.34,"nat_phys_sci",0.35471,2.49414171415546,0.7784656289,11.7532886209395,12.8727431566686
"484","University of Wollongong",1058,"PRV12062","non_aligned","current","not_for_profit","university","public","1058-2017",2017,88.04,88.89,85.34,14.63,12.62,19.84,1272.59,1002.93,313.04,336,269.66,0.211898569059949,0.245986531404459,18675,0.24,0.19,"mge_com",0.21474,2.88858799347042,0.8522046714,14.674797067398,18.6204421046334
"485","The National Institute of Dramatic Art",2148,"PRV12052","NUHEP","current","not_for_profit","other","private","2148-2017",2017,97.93,97.82,100,9.28,9.68,0,NA,NA,NA,NA,NA,NA,NA,219,0.05,0.23,"creat_art",1,0,0,NA,NA
"486","Federation University Australia",2154,"PRV12151","RUN","current","not_for_profit","university","public","2154-2017",2017,84.94,84.92,84.98,26.33,21.79,40.01,556.25,366.16,76.1,79,190.09,0.341734831460674,0.136808988764045,8210,0.3,0.22,"mge_com",0.19392,2.77147404087589,0.8402777748,14.7595505617978,22.4218920690409
"487","Marcus Oldham College",2170,"PRV12133","NUHEP","current","not_for_profit","other","private","2170-2017",2017,98.49,98.49,NA,10.78,10.78,NA,NA,NA,NA,NA,NA,NA,NA,196,0,0.09,"agri_env",1,0,0,NA,NA
"488","Swinburne University of Technology",2177,"PRV12148","non_aligned","current","not_for_profit","university","public","2177-2017",2017,83.55,82.56,88.18,22.42,23.57,15.79,1364.54,704.16,206.3,234,660.38,0.483957963855951,0.151186480425638,22082,0.18,0.14,"mge_com",0.23294,2.80440348709473,0.8408176723,16.18274290237,31.3593501476937
"489","CQUniversity",2200,"PRV12073","RUN","current","not_for_profit","university","public","2200-2017",2017,84.02,82.27,87.54,23.84,22.98,27.27,803.98,584.78,122.25,128,219.2,0.272643598099455,0.152056021294062,13602,0.33,0.33,"health",0.27802,2.70952308716133,0.8108888443,16.9183313017737,23.2600294127706
"490","University of Southern Queensland",2201,"PRV12081","RUN","current","not_for_profit","university","public","2201-2017",2017,78.09,77.7,80.9,25.84,26.53,19.59,802.81,577.47,138.6,146,225.34,0.280689079607877,0.17264358939226,12240,0.12,0.18,"education",0.20702,2.77990586867658,0.8416900245,15.2464468554203,21.1959062808458
"491","Edith Cowan University",2235,"PRV12160","non_aligned","current","not_for_profit","university","public","2235-2017",2017,83.92,84.34,82.27,20.4,20.84,18.86,718.34,536.69,124.5,133,181.65,0.252874683297603,0.17331625692569,17079,0.2,0.22,"health",0.23799,2.8090114904826,0.8378282032,23.7756494139266,31.8228400007453
"492","Curtin University",2236,"PRV12158","ATN","current","not_for_profit","university","public","2236-2017",2017,85.8,85.66,86.5,15.42,15.17,16.93,1808.03,1434.34,401.09,431,373.69,0.206683517419512,0.221838133216816,26645,0.17,0.12,"health",0.22234,2.78154107142337,0.8358113052,14.7370342306267,18.5764881408871
"493","University of Canberra",2241,"PRV12003","non_aligned","current","not_for_profit","university","public","2241-2017",2017,83.41,83.7,82.1,17.24,17.56,15.69,499.93,405.82,153.1,165,94.11,0.188246354489629,0.30624287400236,10522,0.17,0.12,"mge_com",0.234,2.88856572887867,0.8455189904,21.0469465725202,25.9277512197526
"494","Avondale College of Higher Education",2252,"PRV12015","NUHEP","current","not_for_profit","faith_based","private","2252-2017",2017,87.99,89.19,75.44,20.3,19.04,35.14,90.09,65.15,11,11,24.94,0.276834276834277,0.122100122100122,906,0.09,0.09,"education",0.38767,2.03983844128078,0.7090053554,10.0566100566101,13.9063699155794
"495","Australian Film, Television and Radio School",2271,"PRV12011","NUHEP","current","not_for_profit","government","public","2271-2017",2017,96.63,96.63,NA,7.89,7.89,NA,NA,NA,NA,NA,NA,NA,NA,430,0,0.22,"creat_art",1,0,0,NA,NA
"496","Charles Darwin University",3001,"PRV12069","IRU","current","not_for_profit","university","public","3001-2017",2017,83.36,82.05,86.71,30.84,27.42,38.32,345.24,282.35,63.52,76,62.89,0.18216313289306,0.183987950411308,5514,0.28,0.18,"health",0.34207,2.57354076984637,0.7905256752,15.9714980882864,19.5289534265982
"497","Bond University",3003,"PRV12072","non_aligned","current","not_for_profit","university","private","3003-2017",2017,93.58,94.64,91.85,7.04,7.32,6.55,387.33,261.71,112.84,122,125.62,0.32432292876875,0.291327808328815,5018,0.38,0.44,"soc_cult",0.27702,2.40017023867371,0.785340032,12.955361061627,19.1738947690191
"498","Western Sydney University",3004,"PRV12061","IRU","current","not_for_profit","university","public","3004-2017",2017,82.85,82.41,86.17,15.22,15.18,15.7,1615.68,1052.9,323.8,347,562.78,0.348323925529808,0.200410972469796,31161,0.12,0.12,"soc_cult",0.28999,2.81319669218696,0.8237527726,19.2866161616162,29.5954031721911
"499","Charles Sturt University",3005,"PRV12018","RUN","current","not_for_profit","university","public","3005-2017",2017,84.06,85.7,79.33,20.81,22.96,14.06,1033.58,838.11,153.31,184,195.47,0.189119371504867,0.148329108535382,21739,0.25,0.35,"health",0.21135,2.73547994139996,0.8336941498,21.0327212213859,25.9381226807937
"500","Australian Catholic University",3006,"PRV12008","non_aligned","current","not_for_profit","university","public","3006-2017",2017,90.55,90.38,92.07,15.48,15.37,16.57,1186.09,743.82,195.1,239,442.27,0.372880641435304,0.164490047129644,24487,0.1,0.11,"health",0.4579,1.92886740614478,0.6760224133,20.6451449721353,32.9205990696674
"501","Victoria University",3007,"PRV12152","non_aligned","current","not_for_profit","university","public","3007-2017",2017,82.73,82.15,84.71,19.95,20.02,19.58,783.75,603.69,146.97,165,180.06,0.229741626794258,0.187521531100478,15222,0.23,0.15,"health",0.2466,2.65934568806873,0.8154828534,19.422009569378,25.2149281916215
"502","The University of Adelaide",3010,"PRV12105","Go8","current","not_for_profit","university","public","3010-2017",2017,90.54,89.97,92.01,9.68,11.63,4.49,1734.75,1481.41,466.92,505,253.34,0.146038334053898,0.269156939040208,19174,0.28,0.17,"soc_cult",0.19531,2.96350263748597,0.8512485035,11.0528894653408,12.9430745033448
"503","University of New South Wales",3013,"PRV12055","Go8","current","not_for_profit","university","public","3013-2017",2017,93.3,93.84,92.3,6.91,7.93,4.08,3297.31,2674.23,853.03,1885,623.08,0.188966157261525,0.258704823022403,40936,0.35,0.25,"mge_com",0.28709,2.78292253165779,0.8240385441,12.414968565285,15.3075838652622
"504","The University of Newcastle",3014,"PRV12056","IRU","former","not_for_profit","university","public","3014-2017",2017,88.22,88.16,88.7,15.71,15.95,14.36,1378.2,1096.42,329.88,356,281.78,0.204455086344507,0.239355681323465,19975,0.11,0.12,"health",0.27086,2.94385758494223,0.8446413384,14.4935423015527,18.21838346619
"505","University of Technology Sydney",3016,"PRV12060","ATN","current","not_for_profit","university","public","3016-2017",2017,91.3,92.03,89.46,8.45,8.26,8.87,1736.84,1225.39,418.09,457,511.45,0.294471569056447,0.24071877662882,31226,0.28,0.21,"mge_com",0.2886,2.88091919229078,0.8398169246,17.9786278528822,25.482499449155
"506","The University of Queensland",3019,"PRV12080","Go8","current","not_for_profit","university","public","3019-2017",2017,91.26,90.29,93.6,8.91,10.95,4.08,3217.26,2766.4,785.02,846,450.86,0.140137881302723,0.244002660649124,37422,0.29,0.23,"mge_com",0.22302,2.83767481379659,0.8349336367,11.6316368586934,13.5273279352227
"507","La Trobe University",3020,"PRV12132","IRU","current","not_for_profit","university","public","3020-2017",2017,88.57,88.63,88.36,16.36,14.99,20.83,1435.42,1113.35,251.22,282,322.07,0.224373354140252,0.175014978194535,27397,0.2,0.16,"health",0.33094,2.53869687370924,0.7839176613,19.0863997993619,24.6077154533615
"508","Macquarie University",3025,"PRV12032","IRU","former","not_for_profit","university","public","3025-2017",2017,84.52,84.36,85,10.63,11.12,9.09,1709.44,1201.74,390.71,422,507.7,0.296997847248222,0.228560230250842,31037,0.26,0.17,"soc_cult",0.47543,2.22358389698789,0.6918785602,18.1562383002621,25.8267179256744
"509","University of South Australia",3027,"PRV12107","ATN","current","not_for_profit","university","public","3027-2017",2017,88.92,88.51,90.78,15.66,16.83,10.32,1473.41,1122.13,239.83,262,351.28,0.238412933263654,0.16277207294643,20720,0.18,0.14,"health",0.2543,2.90569483122789,0.8409988976,14.0626166511697,18.4648837478723
"510","Flinders University",3029,"PRV12097","IRU","current","not_for_profit","university","public","3029-2017",2017,87.81,87.21,91.1,17.52,18.6,10.9,1166.95,830.76,268.5,293,336.19,0.288092891726295,0.230086978876559,15583,0.15,0.23,"health",0.33523,2.59444545305261,0.793009248,13.3536141222846,18.7575232317396
"511","Deakin University",3030,"PRV12124","non_aligned","current","not_for_profit","university","public","3030-2017",2017,85.83,85.86,85.72,14.93,16.19,9.93,2204.7,1691.8,399.85,429,512.9,0.232639361364358,0.181362543656733,38168,0.22,0.2,"soc_cult",0.23655,2.88258238986112,0.8380065403,17.3121059554588,22.5605863577255
"512","Griffith University",3032,"PRV12076","IRU","current","not_for_profit","university","public","3032-2017",2017,85.66,84.79,90.52,16.23,17.09,12.04,1879.7,1422.65,442.9,464,457.05,0.243150502739799,0.235622705750918,32642,0.15,0.14,"mge_com",0.23915,2.83294597178755,0.8340196859,17.3655370537852,22.9445049731136
"513","The Australian National University",3033,"PRV12002","Go8","current","not_for_profit","university","public","3033-2017",2017,93.67,93.35,94.16,9.29,11.31,3.75,1900.39,1592.99,599.88,629,307.4,0.161756271081199,0.31566152210862,16548,0.39,0.37,"soc_cult",0.46975,2.16848949156545,0.6969231087,8.70768631701914,10.3880124796766
"514","RMIT University",3034,"PRV12145","ATN","current","not_for_profit","university","public","3034-2017",2017,90.85,90.17,92.49,10.99,12.61,7.17,2009.18,1403.83,392.25,411,605.35,0.301292069401447,0.195228899351974,37532,0.29,0.2,"mge_com",0.27806,2.95142816368197,0.8460643904,18.6802576175355,26.7354309282463
"515","Monash University",3035,"PRV12140","Go8","current","not_for_profit","university","public","3035-2017",2017,92.42,92.63,92.02,7.78,9.19,5.08,3690.37,2919.96,821.46,924,770.41,0.208762265030336,0.22259556629823,49588,0.34,0.26,"mge_com",0.27393,2.83667888377423,0.8357206914,13.4371350298209,16.9824244167728
"516","The University of Melbourne",3036,"PRV12150","Go8","current","not_for_profit","university","public","3036-2017",2017,94.13,94.27,93.92,5.6,6.82,3.02,4211.78,3464.08,1013.31,1139,747.7,0.177525891665756,0.240589489479507,46395,0.39,0.45,"mge_com",0.22943,2.92939805990243,0.8409151059,11.0155326251609,13.3931664395741
"517","Southern Cross University",3038,"PRV12043","RUN","current","not_for_profit","university","public","3038-2017",2017,79.59,79.66,79.29,26.74,24.9,34.49,459.58,311.2,73.3,77,148.38,0.32286000261108,0.159493450541799,9089,0.21,0.17,"mge_com",0.28174,2.65253981040142,0.8100135754,19.7767526872362,29.2062982005141
"518","The University of New England",3039,"PRV12054","RUN","current","not_for_profit","university","public","3039-2017",2017,77.47,76.72,89.54,23.05,23.55,10.6,587.18,484.13,133.7,143,103.05,0.175499846725025,0.227698491093021,11459,0.06,0.23,"soc_cult",0.35927,2.57702121831563,0.7874467849,19.5153104669778,23.6692623882015
"519","The University of Sydney",3040,"PRV12057","Go8","current","not_for_profit","university","public","3040-2017",2017,92.25,92.35,92.07,7.27,9.22,4.03,3914.6,2943.09,1094.58,1188,971.51,0.248176058856588,0.279614775455985,45433,0.37,0.35,"mge_com",0.22691,2.8721395628311,0.8391486361,11.6060389311807,15.4371765729217
"520","Queensland University of Technology",3042,"PRV12079","ATN","former","not_for_profit","university","public","3042-2017",2017,89.27,89.06,90.4,11.5,12.17,8.06,2110.12,1477.2,455.46,932,632.92,0.299945026823119,0.215845544329232,35212,0.16,0.13,"mge_com",0.23511,2.98690640538644,0.8587981105,16.6872026235475,23.836988897915
"521","University of the Sunshine Coast",3043,"PRV12082","RUN","current","not_for_profit","university","public","3043-2017",2017,85.29,84.83,87,20.04,19.17,23.08,544.82,389.53,89.1,96,155.29,0.285029918138101,0.163540251826291,10253,0.21,0.13,"health",0.28773,2.79127753456176,0.8250123529,18.8190595058919,26.3214643288065
"522","The University of Notre Dame Australia",3044,"PRV12170","non_aligned","current","not_for_profit","university","private","3044-2017",2017,94.4,94.41,93.93,10.87,10.93,5.71,429.2,339.85,118.75,175,89.35,0.208178005591799,0.276677539608574,8279,0.01,0.16,"health",0.39901,2.06944020922434,0.7188642593,19.289375582479,24.3607473885538
"523","University of Tasmania",3045,"PRV12110","non_aligned","current","not_for_profit","university","public","3045-2017",2017,85.99,84.68,91.55,29.83,32.08,8.61,1295.38,1110.46,244.15,258,184.92,0.142753477743983,0.188477512390187,18979,0.19,0.16,"health",0.34866,2.7592248626893,0.8063708416,14.6512992326576,17.0911153936207
"524","University of Divinity",4331,"PRV12135","non_aligned","current","not_for_profit","university","public","4331-2017",2017,90.68,89.24,98.24,24.83,25.52,17.65,119.33,107.43,16.8,39,11.9,0.099723455962457,0.14078605547641,640,0.16,0.52,"soc_cult",1,0,0,5.36327830386324,5.95736758819697
"525","Sydney College of Divinity",4332,"PRV12045","NUHEP","current","not_for_profit","faith_based","private","4332-2017",2017,90.23,89.44,93.89,22.67,23.08,19.57,NA,NA,NA,NA,NA,NA,NA,590,0.18,0.34,"soc_cult",1,0,0,NA,NA
"526","Christian Heritage College",4333,"PRV12074","NUHEP","current","not_for_profit","faith_based","private","4333-2017",2017,86.94,88.75,73.1,27.68,23.92,60,NA,NA,NA,NA,NA,NA,NA,464,0.11,0.23,"soc_cult",0.48979,1.39199332808653,0.5905271218,NA,NA
"527","Tabor Adelaide",4334,"PRV12103","NUHEP","current","not_for_profit","faith_based","private","4334-2017",2017,90.84,90.83,100,27.13,27.13,NA,NA,NA,NA,NA,NA,NA,NA,428,0,0.31,"soc_cult",0.55666,1.03556494525883,0.4986892888,NA,NA
"528","Australian College of Theology",4335,"PRV12010","NUHEP","current","not_for_profit","faith_based","private","4335-2017",2017,92.64,92.78,90.02,21.02,21.25,14.89,NA,NA,NA,NA,NA,NA,NA,1492,0.05,0.47,"soc_cult",1,0,0,NA,NA
"529","Australian College of Applied Psychology",4336,"PRV12009","NUHEP","current","for_profit","for_profit","private","4336-2017",2017,80.12,79.53,92.26,30.68,31.4,8.33,NA,NA,NA,NA,NA,NA,NA,2649,0.05,0.3,"soc_cult",1,0,0,NA,NA
"530","Eastern College Australia",4337,"PRV12149","NUHEP","current","not_for_profit","other","private","4337-2017",2017,89.69,90.64,85.51,26.32,26.32,26.32,NA,NA,NA,NA,NA,NA,NA,102,0.2,0.42,"soc_cult",0.77669,0.766165574418992,0.3468852878,NA,NA
"531","Moore Theological College",4338,"PRV12033","NUHEP","current","not_for_profit","faith_based","private","4338-2017",2017,99.6,99.58,100,19.42,20,0,NA,NA,NA,NA,NA,NA,NA,278,0.05,0.06,"soc_cult",1,0,0,NA,NA
"532","Holmes Institute",4339,"PRV12128","NUHEP","current","for_profit","for_profit","private","4339-2017",2017,68.25,85.48,68.18,25.09,35,25.06,NA,NA,NA,NA,NA,NA,NA,8482,1,0.63,"mge_com",0.97645,0.160933670094791,0.045990795,NA,NA
"533","Monash College",4340,"PRV12139","NUHEP","current","not_for_profit","pathway","private","4340-2017",2017,81.89,84.22,81.8,14.45,10.91,14.57,NA,NA,NA,NA,NA,NA,NA,2651,0.96,0,"mge_com",0.58903,1.7116625660557,0.5993370012,NA,NA
"534","Harvest Bible College",4341,"PRV12127","NUHEP","current","not_for_profit","faith_based","private","4341-2017",2017,80.08,78.35,90.46,22.16,22.5,14.29,NA,NA,NA,NA,NA,NA,NA,211,0.14,0.34,"soc_cult",1,0,0,NA,NA
"535","Australian Institute of Music",4343,"PRV12050","NUHEP","current","not_for_profit","other","private","4343-2017",2017,82.26,82.06,84.35,25,25.94,12.96,NA,NA,NA,NA,NA,NA,NA,1229,0.08,0.03,"creat_art",0.86372,0.574412934274634,0.2354155232,NA,NA
"536","South Aust Institute of Business & Technology",4344,"PRV12102","NUHEP","current","for_profit","pathway","private","4344-2017",2017,67.06,60.04,70.73,27.42,33.33,24.92,NA,NA,NA,NA,NA,NA,NA,986,0.66,0,"mge_com",0.34883,2.22505704880943,0.7701077046,NA,NA
"537","Excelsia College",4346,"PRV12064","NUHEP","current","not_for_profit","faith_based","private","4346-2017",2017,88.74,88.74,NA,18.09,18.09,NA,NA,NA,NA,NA,NA,NA,NA,137,0,0.52,"creat_art",0.51372,1.41265120653562,0.5940912822,NA,NA
"538","Tabor College NSW",4347,"PRV12047","NUHEP","current","not_for_profit","faith_based","private","4347-2017",2017,89.26,89.13,100,52.63,52.63,NA,NA,NA,NA,NA,NA,NA,NA,41,0.01,0,"soc_cult",1,0,0,NA,NA
"539","Deakin College",4348,"PRV12137","NUHEP","current","for_profit","pathway","private","4348-2017",2017,64.42,63.69,64.83,25.44,29.83,22.28,NA,NA,NA,NA,NA,NA,NA,2463,0.64,0,"mge_com",0.51058,1.99649810674678,0.6716847996,NA,NA
"540","Sydney Institute of Business and Technology",4349,"PRV12046","NUHEP","current","for_profit","pathway","private","4349-2017",2017,76.85,70.38,78.42,16.24,21.19,14.36,NA,NA,NA,NA,NA,NA,NA,402,0.8,0,"mge_com",0.57427,1.64594048891142,0.6073856578,NA,NA
"541","Queensland Institute of Business and Technology",4350,"PRV12078","NUHEP","current","for_profit","pathway","private","4350-2017",2017,73.84,67.84,77.31,17.55,31.45,10.45,NA,NA,NA,NA,NA,NA,NA,2028,0.63,0,"mge_com",0.51803,2.17418550207934,0.6850116486,NA,NA
"542","The Australian College of Physical Education",4352,"PRV12066","NUHEP","current","for_profit","for_profit","private","4352-2017",2017,78.06,77.71,94.44,31.06,30.66,60,NA,NA,NA,NA,NA,NA,NA,543,0.02,0.01,"health",0.34422,2.16260222186366,0.7591856089,NA,NA
"543","Adelaide College of Divinity",4355,"PRV12088","NUHEP","current","not_for_profit","faith_based","private","4355-2017",2017,84.11,84.02,100,19.05,19.05,NA,NA,NA,NA,NA,NA,NA,NA,49,0.01,0.33,"soc_cult",1,0,0,NA,NA
"544","The College of Law",4359,"PRV12048","NUHEP","current","not_for_profit","other","private","4359-2017",2017,96.77,96.65,98.69,16.08,15.99,18.18,NA,NA,NA,NA,NA,NA,NA,2298,0.06,1,"soc_cult",1,0,0,NA,NA
"545","Perth Bible College",4360,"PRV12165","NUHEP","current","not_for_profit","faith_based","private","4360-2017",2017,80.53,80.84,75,23.81,21.95,100,NA,NA,NA,NA,NA,NA,NA,44,0.05,0.11,"soc_cult",1,0,0,NA,NA
"546","Endeavour College of Natural Health",4361,"PRV12070","NUHEP","current","for_profit","for_profit","private","4361-2017",2017,78.74,78.52,89.33,30.3,30.45,18.75,NA,NA,NA,NA,NA,NA,NA,2756,0.02,0,"health",1,0,0,NA,NA
"547","International College of Hotel Management",4362,"PRV12099","NUHEP","current","for_profit","for_profit","private","4362-2017",2017,86.59,89.64,85.22,14.95,11.9,16.92,NA,NA,NA,NA,NA,NA,NA,423,0.69,0,"mge_com",1,0,0,NA,NA
"548","Northern Melbourne Institute of TAFE",4363,"PRV12142","NUHEP","current","not_for_profit","TAFE","public","4363-2017",2017,87.52,91.03,84.58,23.43,24.66,21.84,NA,NA,NA,NA,NA,NA,NA,818,0.55,0.05,"creat_art",0.18842,2.86283391784727,0.8488388503,NA,NA
"549","Edith Cowan College",4364,"PRV12166","NUHEP","current","for_profit","pathway","private","4364-2017",2017,61.45,52.76,62.25,18.16,34.62,17.19,NA,NA,NA,NA,NA,NA,NA,485,0.92,0,"mge_com",0.27081,2.41493913233178,0.7960351361,NA,NA
"550","Curtin College",4365,"PRV12157","NUHEP","current","for_profit","pathway","private","4365-2017",2017,74.58,70.22,77.8,17.77,25.12,13.51,NA,NA,NA,NA,NA,NA,NA,1290,0.57,0,"mge_com",0.30064,2.42648196189037,0.7965513902,NA,NA
"551","Box Hill Institute",4366,"PRV12117","NUHEP","current","not_for_profit","TAFE","public","4366-2017",2017,83.85,86.57,69.92,27.67,24.32,42.37,NA,NA,NA,NA,NA,NA,NA,461,0.16,0.04,"creat_art",0.58374,1.9288560985489,0.6199001332,NA,NA
