"","provider_name","provider_code","prv","affiliation","affil_status","profit","type","ownership","code_year","ref_year","success_all","success_dom","success_int","attrition_all","attrition_dom","attrition_int","all_fte","salaried_fte","senior_fte","senior_headcount","sessional_fte","sessional_prop","senior_prop","eftsl","int_prop","postgrad_prop","first_bfoe","first_bfoe_prop","bfoe_entropy","bfoe_gini_impurity","ssr_all","ssr_salaried"
"1","James Cook University",1019,"PRV12077","IRU","current","not_for_profit","university","public","1019-2013",2013,85.51,86.03,82.82,21.66,23.01,15.01,888.71,753.43,200.24,220,135.28,0.152220634402674,0.225315344713124,12058,0.16,0.15,"health",0.35787,2.63748448421441,0.7947346588,13.5679805560869,16.0041410615452
"2","Murdoch University",1034,"PRV12163","IRU","current","not_for_profit","university","public","1034-2013",2013,80.72,79.92,85.4,18.53,19.56,11.69,724.04,537.36,149.4,159,186.68,0.257831059057511,0.206342191039169,10205,0.15,0.12,"soc_cult",0.30389,2.83374027200933,0.8313025964,14.0945251643556,18.9909930028286
"3","The University of Western Australia",1055,"PRV12169","Go8","current","not_for_profit","university","public","1055-2013",2013,90.83,90.67,91.73,7.84,8.1,6.02,1658.99,1533.53,481.35,520,125.46,0.0756243256439159,0.290146414384656,18346,0.16,0.12,"nat_phys_sci",0.33159,2.57452341311435,0.7930684088,11.0585356150429,11.9632481920797
"4","University of Wollongong",1058,"PRV12062","non_aligned","current","not_for_profit","university","public","1058-2013",2013,89,89.81,85.62,10.08,10.98,7.26,1212.28,958.2,298.56,319,254.08,0.209588543900749,0.246279737354407,16477,0.19,0.18,"mge_com",0.22543,2.89780952873707,0.8530886218,13.5917444814729,17.195783761219
"5","The National Institute of Dramatic Art",2148,"PRV12052","NUHEP","current","not_for_profit","other","private","2148-2013",2013,99.39,99.38,100,6.56,5.17,33.33,NA,NA,NA,NA,NA,NA,NA,166,0.02,0.08,"creat_art",1,0,0,NA,NA
"6","Federation University Australia",2154,"PRV12151","RUN","current","not_for_profit","university","public","2154-2013",2013,82.63,87.08,76.81,23.13,22.84,23.45,374.3,262.4,47.9,51,111.9,0.298958055036067,0.127972214800962,8080,0.43,0.3,"mge_com",0.31883,2.60144370855411,0.8019307127,21.5869623296821,30.7926829268293
"7","Marcus Oldham College",2170,"PRV12133","NUHEP","current","not_for_profit","other","private","2170-2013",2013,100,100,NA,1.33,1.33,NA,NA,NA,NA,NA,NA,NA,NA,167,0,0.02,"agri_env",1,0,0,NA,NA
"8","Swinburne University of Technology",2177,"PRV12148","non_aligned","current","not_for_profit","university","public","2177-2013",2013,79.74,78.56,84.64,21.39,22.64,16.62,1089.47,603.9,166.76,177,485.57,0.445693777708427,0.15306525191148,17110,0.19,0.13,"mge_com",0.29293,2.69857993835668,0.8176034264,15.7048840261779,28.3325053816857
"9","CQUniversity",2200,"PRV12073","RUN","current","not_for_profit","university","public","2200-2013",2013,83.24,83.37,82.93,23.32,26.48,16.59,486.16,399.81,89.55,95,86.35,0.177616422576929,0.184198617739016,10387,0.3,0.23,"mge_com",0.33697,2.69445367110615,0.798904832,21.3653941089353,25.9798404242015
"10","University of Southern Queensland",2201,"PRV12081","RUN","current","not_for_profit","university","public","2201-2013",2013,79.77,78.61,84.25,24.87,25.87,15.18,666.06,455.47,106.02,108,210.59,0.316172717172627,0.159174849112693,12364,0.21,0.2,"mge_com",0.26027,2.74781718342152,0.8279061101,18.5628922319311,27.1455858783235
"11","Edith Cowan University",2235,"PRV12160","non_aligned","current","not_for_profit","university","public","2235-2013",2013,83.72,83.82,83.08,18.23,19.63,8.41,712.19,541.91,112.8,119,170.28,0.239093500329968,0.158384700711889,15570,0.14,0.15,"health",0.23408,2.83609672070131,0.8408352483,21.8621435291144,28.7317082172316
"12","Curtin University",2236,"PRV12158","ATN","current","not_for_profit","university","public","2236-2013",2013,86.42,86.27,86.98,14.38,15.89,8.1,1828.02,1374.12,368.69,393,453.9,0.248301440903272,0.20168816533736,25818,0.21,0.13,"mge_com",0.24475,2.79305892532385,0.8339491414,14.1234778612925,18.7887520740547
"13","University of Canberra",2241,"PRV12003","non_aligned","current","not_for_profit","university","public","2241-2013",2013,83.33,83.36,83.19,13.63,15.34,7.71,511.02,392.66,124.2,135,118.36,0.231615200970608,0.243043325114477,10132,0.2,0.14,"mge_com",0.26,2.86239663853597,0.8403886488,19.8270126413839,25.8034941170478
"14","Avondale College of Higher Education",2252,"PRV12015","NUHEP","current","not_for_profit","faith_based","private","2252-2013",2013,91.37,91.51,89.04,15.66,15.61,16.67,96.92,68.68,8,8,28.24,0.291374329343789,0.0825423029302517,1038,0.06,0.04,"education",0.52625,1.81181431478036,0.6335528437,10.7098638052002,15.1135701805475
"15","Australian Film, Television and Radio School",2271,"PRV12011","NUHEP","current","not_for_profit","government","public","2271-2013",2013,99.76,99.76,NA,4.92,4.92,NA,NA,NA,NA,NA,NA,NA,NA,210,0,0.74,"creat_art",1,0,0,NA,NA
"16","Charles Darwin University",3001,"PRV12069","IRU","current","not_for_profit","university","public","3001-2013",2013,82.08,82.15,81.7,24.53,26.08,9.88,269.24,250.31,45.57,56,18.93,0.0703090179765265,0.16925419699896,4730,0.16,0.19,"education",0.25423,2.67235383401651,0.8107156795,17.5679690982023,18.8965682553633
"17","Bond University",3003,"PRV12072","non_aligned","current","not_for_profit","university","private","3003-2013",2013,80.18,76.9,88.6,10.44,11,9.04,353,263.95,129.54,144,89.05,0.252266288951841,0.366968838526912,4857,0.28,0.28,"soc_cult",0.39166,2.28834436739741,0.7461280147,13.7592067988669,18.401212350824
"18","Western Sydney University",3004,"PRV12061","IRU","current","not_for_profit","university","public","3004-2013",2013,82.63,82.51,83.87,12.69,12.47,16.62,1419.95,1003.45,275.4,295,416.5,0.29332018733054,0.193950491214479,29800,0.08,0.11,"soc_cult",0.28684,2.77691484785035,0.8207890166,20.9866544596641,29.6975434750112
"19","Charles Sturt University",3005,"PRV12018","RUN","current","not_for_profit","university","public","3005-2013",2013,84.64,84.91,81.97,19.85,20.03,18.06,1160.42,940.87,139.65,158,219.55,0.189198738387825,0.120344358077248,19416,0.1,0.19,"soc_cult",0.23211,2.69274686346164,0.8243200802,16.7318729425553,20.6362196690297
"20","Australian Catholic University",3006,"PRV12008","non_aligned","current","not_for_profit","university","public","3006-2013",2013,89.1,89.2,88.16,14.06,14.14,13.36,970.22,602.44,141.3,147,367.78,0.379068664838903,0.145637072004288,18495,0.1,0.12,"health",0.39953,1.95895360391628,0.6961968079,19.0626868133001,30.7001527123033
"21","Victoria University",3007,"PRV12152","non_aligned","current","not_for_profit","university","public","3007-2013",2013,81.1,80.33,85.4,19,19.84,12.24,825.49,610.9,131.62,144,214.59,0.259954693575937,0.159444693454797,15163,0.15,0.11,"mge_com",0.21951,2.57700367512718,0.8082795349,18.3684841730366,24.8207562612539
"22","The University of Adelaide",3010,"PRV12105","Go8","current","not_for_profit","university","public","3010-2013",2013,87.93,86.95,91.09,10.94,13.07,3.82,1748.1,1503.91,406.27,427,244.19,0.139688804988273,0.232406612893999,18382,0.24,0.16,"soc_cult",0.22117,2.89821206836161,0.8442987838,10.5154167381729,12.2228058859905
"23","University of New South Wales",3013,"PRV12055","Go8","current","not_for_profit","university","public","3013-2013",2013,93.05,93.13,92.8,7.87,8.65,4.7,3332.61,2845.76,792.88,1614,486.85,0.146086700814077,0.237915627691209,35023,0.25,0.2,"mge_com",0.24976,2.80117901592985,0.8327382485,10.5091804921668,12.3070814123468
"24","The University of Newcastle",3014,"PRV12056","IRU","former","not_for_profit","university","public","3014-2013",2013,86.32,86.45,85.31,14.66,15.72,8.15,1362.62,1066.18,267.85,281,296.44,0.217551481704364,0.19656984338994,21142,0.11,0.16,"health",0.24401,2.94672207827292,0.8475256396,15.5156977000191,19.8296722879814
"25","University of Technology Sydney",3016,"PRV12060","ATN","current","not_for_profit","university","public","3016-2013",2013,90.37,90.96,88.51,9.19,9.89,7.25,1352.64,985.24,289.49,309,367.4,0.27161698604211,0.214018511947007,24436,0.24,0.23,"mge_com",0.32652,2.85985773727028,0.8283873909,18.0654128223326,24.8020786813365
"26","The University of Queensland",3019,"PRV12080","Go8","current","not_for_profit","university","public","3019-2013",2013,90.2,89.52,92.64,9.79,11.52,4.39,3356.73,2883.98,739.22,798,472.75,0.140836468825315,0.220220273897513,34751,0.22,0.14,"health",0.23268,2.86184188118902,0.8376977911,10.3526348559461,12.0496674734221
"27","La Trobe University",3020,"PRV12132","IRU","current","not_for_profit","university","public","3020-2013",2013,88.28,88.81,85.94,10.77,11.56,7.97,1465.24,1123.81,224.9,247,341.43,0.233019846578035,0.153490213207393,24544,0.18,0.15,"health",0.26456,2.61939438580895,0.8040457841,16.7508394529224,21.8399907457666
"28","Macquarie University",3025,"PRV12032","IRU","former","not_for_profit","university","public","3025-2013",2013,86.65,87.25,84.9,10.47,11.99,6.08,1399.11,1017.55,316.6,346,381.56,0.272716226744144,0.226286710837604,26019,0.25,0.18,"soc_cult",0.45438,2.18361322665175,0.6944950676,18.5968222655831,25.5702422485382
"29","University of South Australia",3027,"PRV12107","ATN","current","not_for_profit","university","public","3027-2013",2013,88.26,87.99,89.51,15.67,17.29,8.13,1465.74,1110.04,211.38,225,355.7,0.242676054416199,0.144213844201564,20155,0.18,0.14,"health",0.24946,2.93080374357855,0.8452068095,13.7507334179322,18.1570033512306
"30","Flinders University",3029,"PRV12097","IRU","current","not_for_profit","university","public","3029-2013",2013,87.1,86.39,92.89,14.91,15.64,7.93,1101.63,853.72,249.74,262,247.91,0.225039260005628,0.226700434810236,13912,0.11,0.23,"health",0.33572,2.52580636339199,0.7859112245,12.6285594981981,16.2957409923628
"31","Deakin University",3030,"PRV12124","non_aligned","current","not_for_profit","university","public","3030-2013",2013,84.04,84.54,81.49,13.03,13.78,9.02,1801.24,1380.43,306.9,320,420.81,0.233622393462282,0.170382625302569,31587,0.16,0.17,"soc_cult",0.23415,2.83479424164283,0.8314244541,17.5362528036242,22.8820005360648
"32","Griffith University",3032,"PRV12076","IRU","current","not_for_profit","university","public","3032-2013",2013,87.32,86.66,90.26,13.71,15.15,8.08,1857.67,1423.31,427.95,442,434.36,0.233819784999489,0.23036922596586,29592,0.18,0.13,"mge_com",0.2548,2.88519307587071,0.8413559843,15.9296322812986,20.7909731541267
"33","The Australian National University",3033,"PRV12002","Go8","current","not_for_profit","university","public","3033-2013",2013,93.16,92.86,93.9,8.72,10.17,3.51,1756.85,1634.32,558.56,595,122.53,0.0697441443492614,0.31793266357401,12486,0.29,0.32,"soc_cult",0.48639,2.22338974859966,0.6962649568,7.1070381648974,7.63987468794361
"34","RMIT University",3034,"PRV12145","ATN","current","not_for_profit","university","public","3034-2013",2013,87.94,87.51,89.31,11.68,12.5,9.16,1630.19,1155.5,300.15,318,474.69,0.291186916862452,0.18411964249566,30775,0.24,0.18,"mge_com",0.23396,3.03092976419574,0.8591946908,18.8781675755587,26.6334919948074
"35","Monash University",3035,"PRV12140","Go8","current","not_for_profit","university","public","3035-2013",2013,91.09,91.07,91.15,8.2,9.06,5.26,3260.46,2730.58,746.12,823,529.88,0.162516945461683,0.228838875496096,39276,0.23,0.18,"mge_com",0.24381,2.81314299105989,0.8331819248,12.0461529968164,14.3837572969845
"36","The University of Melbourne",3036,"PRV12150","Go8","current","not_for_profit","university","public","3036-2013",2013,94.7,94.65,94.82,6.31,7.32,3.19,3761.06,3188.16,916.84,1002,572.9,0.152324078850111,0.243771702658293,36727,0.28,0.41,"nat_phys_sci",0.22391,2.89675709373706,0.8408290624,9.7650662313284,11.5198107999599
"37","Southern Cross University",3038,"PRV12043","RUN","current","not_for_profit","university","public","3038-2013",2013,78.2,77.78,82.51,24.78,25.79,11.15,497.53,363.74,75.6,81,133.79,0.268908407533214,0.151950636142544,7625,0.09,0.08,"mge_com",0.24136,2.66838939493084,0.8211652338,15.3257090024722,20.9627756089514
"38","The University of New England",3039,"PRV12054","RUN","current","not_for_profit","university","public","3039-2013",2013,80.41,80.16,84.95,21.63,22.16,11.42,607.57,487.69,120.64,130,119.88,0.197310597955791,0.198561482627516,10697,0.05,0.22,"soc_cult",0.3723,2.59359272589081,0.7827881556,17.6062017545303,21.934015460641
"39","The University of Sydney",3040,"PRV12057","Go8","current","not_for_profit","university","public","3040-2013",2013,91.43,91.51,91.17,7.1,7.72,4.78,3425.29,2736.14,915.31,995,689.15,0.201194643373262,0.267221169594399,38096,0.23,0.24,"soc_cult",0.24954,2.81753266544963,0.8314609596,11.1219779931042,13.9232641604596
"40","Queensland University of Technology",3042,"PRV12079","ATN","former","not_for_profit","university","public","3042-2013",2013,87.92,87.74,88.88,11.23,11.9,7.84,2021.09,1403.94,409.95,762,617.15,0.305355031196038,0.202836093395148,31676,0.15,0.14,"mge_com",0.22918,3.00110853957832,0.8612720887,15.6727310510665,22.5622177585937
"41","University of the Sunshine Coast",3043,"PRV12082","RUN","current","not_for_profit","university","public","3043-2013",2013,85.84,85.49,89.86,20.47,21.21,10.87,374.38,263.35,57.3,59,111.03,0.296570329611624,0.15305304770554,6428,0.08,0.08,"health",0.29626,2.80427921391456,0.8270055729,17.1697206047332,24.4085817353332
"42","The University of Notre Dame Australia",3044,"PRV12170","non_aligned","current","not_for_profit","university","private","3044-2013",2013,90.99,90.96,92.73,12.14,12.03,17.54,371.37,291.39,91.15,132,79.98,0.215364730592132,0.245442550556049,7936,0.02,0.05,"health",0.34513,2.10721119620416,0.7354219108,21.3695236556534,27.234977178352
"43","University of Tasmania",3045,"PRV12110","non_aligned","current","not_for_profit","university","public","3045-2013",2013,84.6,84.17,87.07,27.15,27.15,NA,1240.57,1056.27,219.52,240,184.3,0.148560742239454,0.176950917723305,15645,0.15,0.15,"health",0.26705,2.91865851284142,0.8419760105,12.6111384283031,14.8115538640688
"44","University of Divinity",4331,"PRV12135","non_aligned","current","not_for_profit","university","public","4331-2013",2013,93.69,93.1,97.66,20.8,21.84,5,104.6,91.92,20.7,24,12.68,0.121223709369025,0.197896749521989,641,0.13,0.49,"soc_cult",1,0,0,6.12810707456979,6.97345517841601
"45","Christian Heritage College",4333,"PRV12074","NUHEP","current","not_for_profit","faith_based","private","4333-2013",2013,81.23,81.08,92.16,28.73,28.3,60,NA,NA,NA,NA,NA,NA,NA,490,0.01,0.16,"soc_cult",0.46229,1.32499275823141,0.5712405826,NA,NA
"46","Tabor Adelaide",4334,"PRV12103","NUHEP","current","not_for_profit","faith_based","private","4334-2013",2013,84.6,84.6,NA,24.32,24.32,NA,NA,NA,NA,NA,NA,NA,NA,400,0,0.19,"soc_cult",0.48199,1.26621086484891,0.5540974086,NA,NA
"47","Australian College of Theology",4335,"PRV12010","NUHEP","current","not_for_profit","faith_based","private","4335-2013",2013,91.48,91.67,87.82,26.28,26.24,27.27,NA,NA,NA,NA,NA,NA,NA,1436,0.05,0.46,"soc_cult",1,0,0,NA,NA
"48","Australian College of Applied Psychology",4336,"PRV12009","NUHEP","current","for_profit","for_profit","private","4336-2013",2013,77.58,77.27,86.33,37.03,37.27,25,NA,NA,NA,NA,NA,NA,NA,1987,0.03,0.29,"soc_cult",1,0,0,NA,NA
"49","Eastern College Australia",4337,"PRV12149","NUHEP","current","not_for_profit","other","private","4337-2013",2013,90.62,90.53,92.28,27.22,27.39,0,NA,NA,NA,NA,NA,NA,NA,161,0.05,0.49,"soc_cult",0.67784,0.906714929257608,0.4367458688,NA,NA
"50","Moore Theological College",4338,"PRV12033","NUHEP","current","not_for_profit","faith_based","private","4338-2013",2013,95.82,96.01,88.82,15.44,14.39,50,NA,NA,NA,NA,NA,NA,NA,337,0.03,0.06,"soc_cult",1,0,0,NA,NA
"51","Holmes Institute",4339,"PRV12128","NUHEP","current","for_profit","for_profit","private","4339-2013",2013,66.07,55.96,66.57,34.14,37.68,33.94,NA,NA,NA,NA,NA,NA,NA,2234,0.95,0.38,"mge_com",1,0,0,NA,NA
"52","Monash College",4340,"PRV12139","NUHEP","current","not_for_profit","pathway","private","4340-2013",2013,79.91,75.89,80.12,13.01,16.67,12.75,NA,NA,NA,NA,NA,NA,NA,1250,0.95,0,"mge_com",0.73887,1.23826028142675,0.4308609908,NA,NA
"53","Harvest Bible College",4341,"PRV12127","NUHEP","current","not_for_profit","faith_based","private","4341-2013",2013,75.78,74.65,94.01,20.08,20.08,NA,NA,NA,NA,NA,NA,NA,NA,159,0.06,0.28,"soc_cult",1,0,0,NA,NA
"54","Australian Institute of Music",4343,"PRV12050","NUHEP","current","not_for_profit","other","private","4343-2013",2013,100,100,100,22.64,22.89,17.65,NA,NA,NA,NA,NA,NA,NA,955,0.05,0.04,"creat_art",0.91489,0.419933490127033,0.1557325758,NA,NA
"55","South Aust Institute of Business & Technology",4344,"PRV12102","NUHEP","current","for_profit","pathway","private","4344-2013",2013,65.92,61.19,67.75,24.19,29.13,21.9,NA,NA,NA,NA,NA,NA,NA,650,0.72,0,"mge_com",0.44477,2.07848020183437,0.720586952,NA,NA
"56","Excelsia College",4346,"PRV12064","NUHEP","current","not_for_profit","faith_based","private","4346-2013",2013,92.04,91.94,93.88,16.11,15.76,25,NA,NA,NA,NA,NA,NA,NA,325,0.05,0.51,"creat_art",0.45999,1.45707881820611,0.6142889394,NA,NA
"57","Tabor College NSW",4347,"PRV12047","NUHEP","current","not_for_profit","faith_based","private","4347-2013",2013,89.81,89.81,NA,27.27,27.27,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,"soc_cult",1,0,0,NA,NA
"58","Deakin College",4348,"PRV12137","NUHEP","current","for_profit","pathway","private","4348-2013",2013,64.74,67.93,62.47,22.36,28.8,16.75,NA,NA,NA,NA,NA,NA,NA,2142,0.58,0,"mge_com",0.56844,1.80264642239568,0.6126533705,NA,NA
"59","Sydney Institute of Business and Technology",4349,"PRV12046","NUHEP","current","for_profit","pathway","private","4349-2013",2013,71.87,67.35,73.48,10.31,10.84,10.1,NA,NA,NA,NA,NA,NA,NA,2318,0.74,0,"mge_com",0.77412,1.09314760934628,0.3797506014,NA,NA
"60","Queensland Institute of Business and Technology",4350,"PRV12078","NUHEP","current","for_profit","pathway","private","4350-2013",2013,69.78,60.16,72.7,19.77,25.33,18.08,NA,NA,NA,NA,NA,NA,NA,1716,0.77,0,"mge_com",0.66014,1.67843703585997,0.538042001,NA,NA
"61","The Australian College of Physical Education",4352,"PRV12066","NUHEP","current","for_profit","for_profit","private","4352-2013",2013,83.67,83.46,99.25,32.68,32.87,16.67,NA,NA,NA,NA,NA,NA,NA,854,0.01,0.07,"health",0.41537,1.96299598112632,0.7166584656,NA,NA
"62","Adelaide College of Divinity",4355,"PRV12088","NUHEP","current","not_for_profit","faith_based","private","4355-2013",2013,89.76,89.76,NA,34.21,34.21,NA,NA,NA,NA,NA,NA,NA,NA,35,0,0.19,"soc_cult",1,0,0,NA,NA
"63","The College of Law",4359,"PRV12048","NUHEP","current","not_for_profit","other","private","4359-2013",2013,98.8,98.82,98.39,12.78,12.79,11.54,NA,NA,NA,NA,NA,NA,NA,1512,0.04,1,"soc_cult",1,0,0,NA,NA
"64","Perth Bible College",4360,"PRV12165","NUHEP","current","not_for_profit","faith_based","private","4360-2013",2013,90.86,89.88,100,48.84,50,44.44,NA,NA,NA,NA,NA,NA,NA,42,0.09,0.02,"soc_cult",1,0,0,NA,NA
"65","Endeavour College of Natural Health",4361,"PRV12070","NUHEP","current","for_profit","for_profit","private","4361-2013",2013,79.45,79.3,85.37,26.09,26.16,0,NA,NA,NA,NA,NA,NA,NA,2315,0.02,0,"health",1,0,0,NA,NA
"66","International College of Hotel Management",4362,"PRV12099","NUHEP","current","for_profit","for_profit","private","4362-2013",2013,89.28,88.81,89.63,19.03,13.83,22.22,NA,NA,NA,NA,NA,NA,NA,344,0.57,0,"mge_com",1,0,0,NA,NA
"67","Northern Melbourne Institute of TAFE",4363,"PRV12142","NUHEP","current","not_for_profit","TAFE","public","4363-2013",2013,83.92,85.25,81.47,26.57,25.94,27.68,NA,NA,NA,NA,NA,NA,NA,780,0.35,0,"creat_art",0.30434,2.40840311731285,0.791441819,NA,NA
"68","Edith Cowan College",4364,"PRV12166","NUHEP","current","for_profit","pathway","private","4364-2013",2013,67.27,62.97,68.08,18.77,35.48,16.79,NA,NA,NA,NA,NA,NA,NA,450,0.84,0,"mge_com",0.32417,2.38796693397635,0.786895814,NA,NA
"69","Curtin College",4365,"PRV12157","NUHEP","current","for_profit","pathway","private","4365-2013",2013,79.21,75.18,80.82,27.99,18.02,30.89,NA,NA,NA,NA,NA,NA,NA,713,0.71,0,"mge_com",0.37354,2.28549144024194,0.7596362506,NA,NA
"70","Box Hill Institute",4366,"PRV12117","NUHEP","current","not_for_profit","TAFE","public","4366-2013",2013,85.12,86.84,74.64,22.85,20.44,35.71,NA,NA,NA,NA,NA,NA,NA,499,0.14,0,"creat_art",0.59134,1.63269063897232,0.5845705747,NA,NA
"71","Melbourne Institute of Technology",4367,"PRV12138","NUHEP","current","for_profit","for_profit","private","4367-2013",2013,71.62,59.47,76.33,22.3,20.4,23.08,NA,NA,NA,NA,NA,NA,NA,887,0.72,0.34,"mge_com",0.61127,1.11780536453033,0.4970178794,NA,NA
"72","Campion College",4368,"PRV12017","NUHEP","current","not_for_profit","faith_based","private","4368-2013",2013,93.34,93.44,91.18,16.67,14.29,100,NA,NA,NA,NA,NA,NA,NA,94,0.05,0,"soc_cult",1,0,0,NA,NA
"73","SAE Creative Media Institute",4371,"PRV12042","NUHEP","current","for_profit","for_profit","private","4371-2013",2013,67.94,68.12,65.17,28.72,29.24,20.27,NA,NA,NA,NA,NA,NA,NA,1653,0.06,0,"creat_art",1,0,0,NA,NA
"74","Carnegie Mellon University Australia",4374,"PRV12095","non_aligned","current","not_for_profit","university","public","4374-2013",2013,99.12,97.75,99.15,6.67,NA,6.67,NA,NA,NA,NA,NA,NA,NA,83,0.98,1,"info_tech",0.65158,0.932649060398988,0.4540470072,NA,NA
"75","Think: Colleges Pty Ltd",4375,"PRV12058","NUHEP","current","for_profit","for_profit","private","4375-2013",2013,81.26,80.36,89.61,32.87,33.81,20.16,NA,NA,NA,NA,NA,NA,NA,2584,0.1,0.03,"mge_com",0.42174,2.01986368863687,0.7135335834,NA,NA
"76","UOW College",4377,"PRV12027","NUHEP","current","for_profit","pathway","private","4377-2013",2013,63.22,79.14,59.23,9.72,6.67,10.53,NA,NA,NA,NA,NA,NA,NA,103,0.8,0,"mge_com",0.99513,0.0444194593172716,0.00969256620000004,NA,NA
"77","JMC Academy",4378,"PRV12029","NUHEP","current","for_profit","for_profit","private","4378-2013",2013,83.19,82.88,89.96,28.28,28.28,NA,NA,NA,NA,NA,NA,NA,NA,2638,0.04,0,"creat_art",0.8334,0.649867603356445,0.27768888,NA,NA
"78","UTS:INSEARCH",4380,"PRV12022","NUHEP","current","not_for_profit","pathway","private","4380-2013",2013,78.71,75.87,79.9,13.89,14.97,13.13,NA,NA,NA,NA,NA,NA,NA,1258,0.7,0,"mge_com",0.3629,2.1060457672548,0.7435141174,NA,NA
"79","International College of Management, Sydney",4381,"PRV12025","NUHEP","current","for_profit","for_profit","private","4381-2013",2013,77.89,76.22,80.89,20.5,21.11,19.51,NA,NA,NA,NA,NA,NA,NA,641,0.36,0,"mge_com",0.95055,0.284055987092652,0.094009395,NA,NA
"80","Australian Guild of Music Education Inc.",4382,"PRV12114","NUHEP","current","not_for_profit","other","private","4382-2013",2013,67.08,67.08,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,"creat_art",1,0,0,NA,NA
"81","Holmesglen Institute of TAFE",4383,"PRV12129","NUHEP","current","not_for_profit","TAFE","public","4383-2013",2013,79.34,83.48,74.63,31.06,31.09,31.02,NA,NA,NA,NA,NA,NA,NA,642,0.47,0,"mge_com",0.35441,1.99892121044895,0.7305084304,NA,NA
"82","Kaplan Business School",4384,"PRV12094","NUHEP","current","for_profit","for_profit","private","4384-2013",2013,58.99,49.93,60.21,34.22,25.81,34.97,NA,NA,NA,NA,NA,NA,NA,1415,0.88,0.26,"mge_com",1,0,0,NA,NA
"83","Macleay College",4386,"PRV12031","NUHEP","current","for_profit","for_profit","private","4386-2013",2013,76.07,76.04,78.05,24.7,24.39,100,NA,NA,NA,NA,NA,NA,NA,239,0.01,0,"mge_com",0.57188,0.985040175938767,0.4896665312,NA,NA
"84","Raffles College of Design and Commerce",4387,"PRV12039","NUHEP","current","for_profit","for_profit","private","4387-2013",2013,100,100,100,8.01,12.5,7.03,NA,NA,NA,NA,NA,NA,NA,738,0.68,0.17,"mge_com",0.40718,1.79197868418558,0.6815627039,NA,NA
"85","Australian Academy of Music and Performing Arts",4388,"PRV12026","NUHEP","current","not_for_profit","other","private","4388-2013",2013,84.69,83.48,92.65,19.51,16.67,40,NA,NA,NA,NA,NA,NA,NA,93,0.13,0.01,"creat_art",0.98928,0.0855293666862835,0.0212101632,NA,NA
"86","Eynesbury",4391,"PRV12096","NUHEP","current","for_profit","for_profit","private","4391-2013",2013,74.08,75,74.05,18.89,16.67,18.96,NA,NA,NA,NA,NA,NA,NA,256,0.97,0,"mge_com",0.7511,1.01203358598827,0.3972198658,NA,NA
"87","MIECAT",4393,"PRV12136","NUHEP","current","not_for_profit","other","private","4393-2013",2013,96.32,96.32,NA,10.17,10.17,NA,NA,NA,NA,NA,NA,NA,NA,52,0,1,"soc_cult",1,0,0,NA,NA
"88","Adelaide Central School of Art",4395,"PRV12087","NUHEP","current","not_for_profit","other","private","4395-2013",2013,97.6,97.6,NA,26,26,NA,NA,NA,NA,NA,NA,NA,NA,98,0,0,"creat_art",1,0,0,NA,NA
"89","LCI Melbourne",4396,"PRV12113","NUHEP","current","for_profit","for_profit","private","4396-2013",2013,90.62,90.44,96.83,23.96,17.44,80,NA,NA,NA,NA,NA,NA,NA,235,0.03,0,"creat_art",1,0,0,NA,NA
"90","Whitehouse Institute of Design; Australia",4401,"PRV12065","NUHEP","current","for_profit","for_profit","private","4401-2013",2013,93.7,93.5,98.61,16.83,15.63,40,NA,NA,NA,NA,NA,NA,NA,462,0.04,0,"creat_art",1,0,0,NA,NA
"91","Leo Cussen Institute",4402,"PRV12155","NUHEP","current","not_for_profit","other","private","4402-2013",2013,99.41,99.38,100,2.55,2.78,0,NA,NA,NA,NA,NA,NA,NA,407,0.08,1,"soc_cult",1,0,0,NA,NA
"92","Australian Institute of Professional Counsellors",4405,"PRV12083","NUHEP","current","for_profit","for_profit","private","4405-2013",2013,68.19,68.19,NA,37.08,37.08,NA,NA,NA,NA,NA,NA,NA,NA,106,0,0,"soc_cult",1,0,0,NA,NA
"93","Canberra Institute of Technology",4406,"PRV12004","NUHEP","current","not_for_profit","TAFE","public","4406-2013",2013,83.11,83.11,NA,50,49.21,100,NA,NA,NA,NA,NA,NA,NA,72,0,0,"info_tech",0.47569,1.47314255748227,0.6186856539,NA,NA
"94","Alphacrucis College",4407,"PRV12006","NUHEP","current","not_for_profit","faith_based","private","4407-2013",2013,86.65,85.69,88.83,24.08,24.08,NA,NA,NA,NA,NA,NA,NA,NA,328,0.3,0.25,"soc_cult",0.92232,0.46569334872177,0.1460021911,NA,NA
"95","Universal Business School Sydney (UBSS)",4409,"PRV12021","NUHEP","current","for_profit","for_profit","private","4409-2013",2013,78.14,0,78.19,25.8,NA,25.8,NA,NA,NA,NA,NA,NA,NA,780,1,0.01,"mge_com",1,0,0,NA,NA
"96","Stotts Colleges",4411,"PRV12146","NUHEP","current","for_profit","for_profit","private","4411-2013",2013,68.5,78.95,67.94,40.22,28.57,41.18,NA,NA,NA,NA,NA,NA,NA,111,0.95,0,"mge_com",1,0,0,NA,NA
